pid,cap,desc,oos_net,oos_m,oos_med,oos_d3,oos_dd,oos_min,oos_lv,oos_lot,full_m,full_d3,full_dd,full_lv
T038,0.5,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1446748.1580874536,2.4570345003241956,0.6084304265428545,0.12011441899804076,41.403839246118984,497506.0,184.43609886853852,1.01,3.4359441835261295,1.7378000347679778,41.403839246118984,180.640173759437
T038,0.7,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1429654.8701825435,2.4409002403192215,0.970248344786875,-0.026959446133878462,49.55737239520968,500000.0,129.49097286710264,1.2,3.687684390030599,2.0599259718107943,49.55737239520968,129.49097286710264
T044,0.9,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.35,1402106.2581361658,2.41459947553746,1.899,1.0064138688961721,30.950490463835408,499483.0,104.89250403107818,1.1500000000000001,3.3307026976483245,2.256074644210715,41.098061820018934,102.53490759134816
T032,0.9,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1396508.2617134342,2.409209334639617,1.166801406624538,0.6344369878625189,42.13601166954167,500000.0,100.33351439848579,1.43,3.868768396484956,2.2529230266695954,55.33959993148272,100.33351439848579
T045,0.8,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.5,1387466.4763712247,2.400470183681769,1.4932134092771447,1.0120352719575232,32.8272677574003,496026.0,112.36669075259154,1.23,3.4104903371308337,2.256140754201219,41.073759345226776,112.36669075259154
T032,0.85,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1383028.257590843,2.3961654592061343,1.3905093847750378,0.5441274959757658,42.11107711574037,500000.0,108.26247397528894,1.3800000000000001,3.8051025086608403,2.1783530097074566,55.01853472378414,107.67329529454503
T044,0.85,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.35,1378569.2570019674,2.3918305313181065,1.899,0.9842646921860654,30.950490463835408,499483.0,108.79007188659403,1.1300000000000001,3.323355510616599,2.2426535531071323,40.78725884125602,108.79007188659403
T038,0.75,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1370888.986456808,2.3843402178163497,0.5025042845606527,-0.10687836705882692,51.15711566153208,500000.0,120.51461868759475,1.19,3.797676894680113,2.153846511138724,51.15711566153208,120.33372705164038
T038,0.6,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1356910.4571932734,2.370629588148998,0.5218987784534884,-0.004613620960547404,47.1148223841921,500000.0,151.72877970379838,1.17,3.4867200440344748,1.7890365409002573,47.1148223841921,150.81564782669545
T032,0.5,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1353895.4778046084,2.3676591039783146,0.9493577427353713,0.43304398740948713,37.063163802523185,500000.0,188.01421911222448,0.99,3.406419369921032,1.640203047875488,44.252897501722934,188.01421911222448
T044,0.8,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.35,1350348.0055974394,2.3641579039550997,1.899,0.9897117504324315,30.832408638802477,499483.0,115.34149927412543,1.06,3.3096821528942666,2.221782743714451,40.59997108778192,115.34149927412543
T038,0.85,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1350126.6918039378,2.3639392584936525,1.1261132952909896,-0.07993398730078427,53.569617217041085,500000.0,104.96331719433931,1.3,4.012674418226525,2.375650405814911,53.569617217041085,101.84662298705642
T032,0.8,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1345244.8069997043,2.359109689341632,1.3781171400119623,0.4276203875872797,42.21262828169227,500000.0,116.10173373575994,1.2,3.7206511155753352,2.0741557626136276,54.75381488014596,114.75129363281465
T038,0.8,マスク=23 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1343459.8157097348,2.357340692853227,0.44107812304251626,-0.11206811232045144,52.6789741092184,500000.0,111.92395303570359,1.21,3.925125501628224,2.278079403975064,52.6789741092184,110.11452596970865
T032,0.75,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1339085.7325521712,2.352998682410856,0.503667311110476,0.3740337871501076,41.90662894311753,500000.0,124.70882967180712,1.07,3.6676941759784976,2.006865408348335,54.309942558813596,121.6840758379082
T032,0.7,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1338379.5225255236,2.3522966997958195,0.15679759123114112,0.3125779920909677,41.92835543625836,500000.0,134.03914320779768,1.09,3.627666175777189,1.9415068547812053,53.272823734165286,132.70673800629865
T041,0.9,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.2,1308242.2944608217,2.3220903717288355,1.9862819086257668,0.923477110796056,29.637190106975176,500000.0,104.94770093595511,0.84,3.185004581979811,2.13468144314497,39.9291380295101,102.52612729777594
T044,0.75,マスク=23 / risk%=1 / FxRiskRefCap=0 / RefCap=0 / 倍率=1 / SCA_GJ重み=0.35,1307703.4268751466,2.3215457808317685,1.899,0.9819002017545708,30.656965677981336,499483.0,121.68442818250504,0.9400000000000001,3.2812119719659583,2.1902473371262055,40.32159778959523,121.68442818250504
T032,0.6,マスク=7 / risk%=0.5 / FxRiskRefCap=0 / RefCap=0 / 倍率=2,1305379.6348159239,2.319195480019376,0.7005151629904829,0.27770455324231946,41.48038811654094,500000.0,154.34871212282007,1.1,3.5673883546790908,1.82854539828885,50.53898591137096,154.34871212282007
