proposal_id,family,description,parameter_json,mult,window,status,net,pf,dd_pct,monthly_pct,trades,deals,elapsed,run_id,pb_uj_net,pb_uj_n,pb_gj_net,pb_gj_n,rsi_uj_net,rsi_uj_n,rsi_eu_net,rsi_eu_n,rsi_gu_net,rsi_gu_n,pair_net,pair_n,carry_net,carry_n,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n
M025,R7,USDJPYのみ・BB寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":8,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,119908.0,1.225,5.2608,0.436,1360,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M025_20260908050011_13eb_deals.csv,254.6,rm_oos_M025_20260908050011_13eb,-1812,18,22738,15,8216,72,3814,269,16988,62,2008,30,-5324,7,-2224,266,42219,621
M026,R7,USDJPYのみ・MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}",1,OOS,OK,119109.0,1.227,5.384,0.4331,1336,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M026_20260908050426_7039_deals.csv,254.6,rm_oos_M026_20260908050426_7039,-1812,18,22738,15,7414,48,3816,269,16984,62,2013,30,-5324,7,-2224,266,42219,621
M027,R7,USDJPYのみ・保有中消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":1,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,120163.0,1.2239,5.2473,0.437,1373,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M027_20260908050840_e48e_deals.csv,249.6,rm_oos_M027_20260908050840_e48e,-1812,18,22738,15,8495,85,3806,269,16984,62,1996,30,-5324,7,-2224,266,42219,621
M028,R7,EURUSDのみ・RSI寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":8,""RsiResetOnMAFlip"":false}",1,OOS,OK,119812.0,1.2231,5.2471,0.4357,1374,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M028_20260908051250_7ebb_deals.csv,249.6,rm_oos_M028_20260908051250_7ebb,-1812,18,22738,15,7870,87,4080,268,16984,62,1996,30,-5324,7,-2224,266,42219,621
M029,R7,EURUSDのみ・BB寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":8,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,120205.0,1.2284,5.5762,0.4371,1317,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M029_20260908051659_1e36_deals.csv,249.5,rm_oos_M029_20260908051659_1e36,-1812,18,22738,15,7870,87,4473,211,16984,62,1996,30,-5324,7,-2224,266,42219,621
M030,R7,EURUSDのみ・MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}",1,OOS,OK,116464.0,1.2359,4.8443,0.4235,1161,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M030_20260908052109_7223_deals.csv,244.5,rm_oos_M030_20260908052109_7223,-1812,18,22738,15,7870,87,732,55,16984,62,1996,30,-5324,7,-2224,266,42219,621
M031,R7,EURUSDのみ・保有中消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":2,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,116682.0,1.2174,5.2552,0.4243,1370,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M031_20260908052513_6329_deals.csv,254.6,rm_oos_M031_20260908052513_6329,-1812,18,22738,15,7870,87,950,264,16984,62,1996,30,-5324,7,-2224,266,42219,621
M032,R7,GBPUSDのみ・RSI寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":8,""RsiResetOnMAFlip"":false}",1,OOS,OK,119537.0,1.2225,5.2473,0.4347,1375,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M032_20260908052928_26f6_deals.csv,254.6,rm_oos_M032_20260908052928_26f6,-1812,18,22738,15,7870,87,3805,269,16984,62,1996,30,-5324,7,-2224,266,42219,621
M033,R7,GBPUSDのみ・BB寿命8本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":8,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,114579.0,1.2141,5.1789,0.4167,1364,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M033_20260908053343_0710_deals.csv,254.7,rm_oos_M033_20260908053343_0710,-1812,18,22738,15,7870,87,3805,269,12026,51,1996,30,-5324,7,-2224,266,42219,621
M034,R7,GBPUSDのみ・MA反転で失効,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":true}",1,OOS,OK,108254.0,1.2065,5.8574,0.3937,1328,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M034_20260908053757_e500_deals.csv,249.6,rm_oos_M034_20260908053757_e500,-1812,18,22738,15,7870,87,3805,269,5907,15,1996,30,-5324,7,-2224,266,42219,621
M035,R7,GBPUSDのみ・保有中消費,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":true,""RsiMemSleeveMask"":4,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,119537.0,1.2225,5.2473,0.4347,1375,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M035_20260908054207_16eb_deals.csv,254.6,rm_oos_M035_20260908054207_16eb,-1812,18,22738,15,7870,87,3805,269,16984,62,1996,30,-5324,7,-2224,266,42219,621
M036,R8,RSI寿命の細分3本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":3,""RsiResetOnMAFlip"":false}",1,OOS,OK,120656.0,1.225,5.2453,0.4387,1371,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M036_20260908054621_b4b3_deals.csv,254.7,rm_oos_M036_20260908054621_b4b3,-1812,18,22738,15,8208,86,4586,266,16984,62,1996,30,-5324,7,-2224,266,42219,621
M037,R8,RSI寿命の細分6本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":6,""RsiResetOnMAFlip"":false}",1,OOS,OK,119812.0,1.2231,5.2471,0.4357,1374,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M037_20260908055036_13c4_deals.csv,259.6,rm_oos_M037_20260908055036_13c4,-1812,18,22738,15,7870,87,4080,268,16984,62,1996,30,-5324,7,-2224,266,42219,621
M038,R8,RSI寿命の細分12本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":12,""RsiResetOnMAFlip"":false}",1,OOS,OK,120149.0,1.2239,5.2471,0.4369,1373,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M038_20260908055456_d8f5_deals.csv,254.5,rm_oos_M038_20260908055456_d8f5,-1812,18,22738,15,8208,86,4079,268,16984,62,1996,30,-5324,7,-2224,266,42219,621
M039,R8,RSI寿命の細分24本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":0,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":24,""RsiResetOnMAFlip"":false}",1,OOS,OK,119812.0,1.2231,5.2471,0.4357,1374,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M039_20260908055910_18c3_deals.csv,254.6,rm_oos_M039_20260908055910_18c3,-1812,18,22738,15,7870,87,4080,268,16984,62,1996,30,-5324,7,-2224,266,42219,621
M040,R8,BB寿命の細分3本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":3,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,113315.0,1.2206,5.7236,0.4121,1262,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M040_20260908060325_ea33_deals.csv,254.7,rm_oos_M040_20260908060325_ea33,-1812,18,22738,15,9485,69,4489,189,8451,47,2008,30,-5324,7,-2224,266,42219,621
M041,R8,BB寿命の細分6本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":6,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,116916.0,1.2261,5.5134,0.4251,1282,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M041_20260908060739_4490_deals.csv,249.5,rm_oos_M041_20260908060739_4490,-1812,18,22738,15,8968,70,5028,204,12030,51,2008,30,-5324,7,-2224,266,42219,621
M042,R8,BB寿命の細分12本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":12,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,115049.0,1.2212,5.5256,0.4184,1295,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M042_20260908061149_f732_deals.csv,249.7,rm_oos_M042_20260908061149_f732,-1812,18,22738,15,8215,72,3914,215,12030,51,2008,30,-5324,7,-2224,266,42219,621
M043,R8,BB寿命の細分24本,"{""GlobalLotMult"":1,""RsiBBFlagMaxBars"":24,""RsiConsumeWhileHeld"":false,""RsiMemSleeveMask"":0,""RsiRSIFlagMaxBars"":0,""RsiResetOnMAFlip"":false}",1,OOS,OK,119033.0,1.2275,5.3437,0.4328,1314,C:\Users\f\source\repos\mt5_backtester\ml\rsimem1\run_deals\rm_oos_M043_20260908061559_202c_deals.csv,254.5,rm_oos_M043_20260908061559_202c,-1812,18,22738,15,8686,75,3324,228,16133,54,2008,30,-5324,7,-2224,266,42219,621
