proposal_id,description,IS_total,IS_n,IS_best_year,IS_best_val,IS_ex_best,IS_years_pos,IS_years,OOS_total,OOS_n,OOS_best_year,OOS_best_val,OOS_ex_best,OOS_years_pos,OOS_years,worst_ex
S2046,ブレイクバッファ 0.0ATR（既定0.05）,123237.0,91,2026,87246.0,35991.0,5,6,20733.0,94,2020,15857.0,4876.0,5,6,4876.0
S2047,ブレイクバッファ 0.02ATR（既定0.05）,134884.0,88,2026,98472.0,36412.0,5,6,24875.0,89,2020,21304.0,3571.0,4,6,3571.0
S2038,第2セッションのRRを1.0に（既定1.7）,77866.0,84,2026,61215.0,16651.0,5,6,8309.0,85,2020,5321.0,2988.0,4,6,2988.0
S2023,第2レンジ13-15時・締切20h・強制決済22h,98801.0,84,2026,70902.0,27899.0,5,6,13116.0,85,2020,10578.0,2538.0,4,6,2538.0
S2051,ブレイクバッファ 0.3ATR（既定0.05）,99245.0,38,2026,73537.0,25708.0,4,6,19053.0,40,2020,16515.0,2538.0,4,6,2538.0
S2021,第2レンジ13-15時・締切19h・強制決済22h,99225.0,79,2026,72006.0,27219.0,4,6,12916.0,81,2020,10439.0,2477.0,4,6,2477.0
S2043,第2セッションのRRを3.0に（既定1.7）,89975.0,84,2026,45951.0,44024.0,5,6,14814.0,83,2020,13182.0,1632.0,4,6,1632.0
S2052,Boostなし（等ロット）,81997.0,84,2026,62056.0,19941.0,5,6,22964.0,85,2020,21541.0,1423.0,4,6,1423.0
S2053,Boost倍率 1.5（既定2.0）,81997.0,84,2026,62056.0,19941.0,5,6,22964.0,85,2020,21541.0,1423.0,4,6,1423.0
S2048,ブレイクバッファ 0.1ATR（既定0.05）,127143.0,77,2026,92688.0,34455.0,5,6,19420.0,76,2020,18015.0,1405.0,3,6,1405.0
S2033,レンジ幅 0.4〜1.5ATR（既定0.40〜1.00）,126305.0,90,2026,99684.0,26621.0,5,6,21769.0,86,2020,20750.0,1019.0,3,6,1019.0
S2034,レンジ幅 0.4〜2.0ATR（既定0.40〜1.00）,126305.0,90,2026,99684.0,26621.0,5,6,21769.0,86,2020,20750.0,1019.0,3,6,1019.0
S2042,第2セッションのRRを2.5に（既定1.7）,73829.0,84,2026,36809.0,37020.0,5,6,22463.0,84,2020,21467.0,996.0,4,6,996.0
S2024,第2レンジ13-15時・締切21h・強制決済23h,143208.0,84,2026,109050.0,34158.0,5,6,21885.0,88,2020,20890.0,995.0,3,6,995.0
S2041,第2セッションのRRを2.0に（既定1.7）,60171.0,84,2025,31081.0,29090.0,5,6,24181.0,84,2020,23277.0,904.0,4,6,904.0
S2050,ブレイクバッファ 0.2ATR（既定0.05）,105560.0,55,2026,77853.0,27707.0,5,6,17167.0,58,2020,16311.0,856.0,3,6,856.0
S2020,第2レンジ13-15時・締切18h・強制決済23h,136384.0,69,2026,112459.0,23925.0,5,6,28670.0,71,2020,27921.0,749.0,4,6,749.0
S2019,第2レンジ13-15時・締切18h・強制決済21h,99632.0,69,2026,80442.0,19190.0,4,6,13642.0,71,2020,13108.0,534.0,3,6,534.0
S2010,第2レンジ 13-15時（締切20h・決済23h）,143208.0,84,2026,109050.0,34158.0,5,6,21236.0,85,2020,20750.0,486.0,3,6,486.0
S2032,レンジ幅 0.4〜0.8ATR（既定0.40〜1.00）,143357.0,82,2026,109050.0,34307.0,5,6,15627.0,82,2020,15141.0,486.0,3,6,486.0
S2054,Boost倍率 2.5（既定2.0）,143208.0,84,2026,109050.0,34158.0,5,6,21236.0,85,2020,20750.0,486.0,3,6,486.0
S2007,第2レンジ 12-14時（締切20h・決済23h）,94475.0,65,2026,58698.0,35777.0,5,6,5997.0,64,2016,5658.0,339.0,5,6,339.0
S2022,第2レンジ13-15時・締切19h・強制決済23h,144234.0,79,2026,110379.0,33855.0,5,6,19810.0,81,2020,19533.0,277.0,3,6,277.0
S2040,第2セッションのRRを1.5に（既定1.7）,124015.0,84,2026,94711.0,29304.0,5,6,16655.0,85,2020,16436.0,219.0,3,6,219.0
S2044,第2セッションのRRを4.0に（既定1.7）,99957.0,84,2026,64524.0,35433.0,5,6,19774.0,83,2020,19790.0,-16.0,3,6,-16.0
S2045,第2セッションのRRを5.0に（既定1.7）,118497.0,84,2026,83064.0,35433.0,5,6,18773.0,82,2020,18789.0,-16.0,3,6,-16.0
S2049,ブレイクバッファ 0.15ATR（既定0.05）,111093.0,62,2026,76524.0,34569.0,4,6,19491.0,64,2020,19525.0,-34.0,3,6,-34.0
S2055,Boost倍率 3.0（既定2.0）,204422.0,84,2026,156043.0,48379.0,5,6,19508.0,85,2020,19954.0,-446.0,4,6,-446.0
S2026,第2レンジ13-15時・締切16h・強制決済22h,35408.0,31,2025,27845.0,7563.0,5,6,18971.0,34,2020,19472.0,-501.0,2,5,-501.0
S2039,第2セッションのRRを1.3に（既定1.7）,104776.0,84,2026,81208.0,23568.0,5,6,10635.0,85,2020,11238.0,-603.0,3,6,-603.0
S2069,第2レンジ12-15時 × RR2.5,54052.0,136,2026,42635.0,11417.0,3,6,4736.0,135,2016,5695.0,-959.0,3,6,-959.0
S2027,第2レンジ13-15時・締切22h・強制決済23h,142497.0,86,2026,109050.0,33447.0,5,6,19577.0,91,2020,20890.0,-1313.0,3,6,-1313.0
S2056,Boost倍率 4.0（既定2.0）,265637.0,84,2026,203036.0,62601.0,5,6,17783.0,85,2020,19163.0,-1380.0,4,6,-1380.0
S2031,レンジ幅 0.6〜1.2ATR（既定0.40〜1.00）,109521.0,16,2026,109577.0,-56.0,4,6,4733.0,17,2020,6562.0,-1829.0,3,5,-1829.0
S2025,第2レンジ13-15時・締切16h・強制決済19h,33278.0,31,2025,22365.0,10913.0,5,6,8986.0,34,2020,11597.0,-2611.0,2,5,-2611.0
S2030,レンジ幅 0.5〜1.0ATR（既定0.40〜1.00）,114946.0,30,2026,118401.0,-3455.0,4,6,31195.0,35,2020,29152.0,2043.0,5,6,-3455.0
S2057,Boostなし＋金曜も取引,130189.0,111,2026,91083.0,39106.0,5,6,19330.0,103,2020,23070.0,-3740.0,3,6,-3740.0
S2001,第2レンジ 9-11時（締切20h・決済23h）,66065.0,133,2025,40758.0,25307.0,4,6,10032.0,138,2021,15431.0,-5399.0,2,6,-5399.0
S2058,金曜も取引する（既定はスキップ）,196884.0,111,2026,138077.0,58807.0,5,6,15931.0,103,2020,21555.0,-5624.0,3,6,-5624.0
S2068,第2レンジ12-15時 × RR2.0,41437.0,136,2026,32013.0,9424.0,3,6,254.0,135,2016,5988.0,-5734.0,3,6,-5734.0
S2070,第2レンジ12-15時 × RR3.0,63463.0,136,2026,53378.0,10085.0,3,6,-3635.0,132,2016,5695.0,-9330.0,4,6,-9330.0
S2017,第2レンジ13-15時・締切17h・強制決済20h,18871.0,51,2025,28481.0,-9610.0,3,6,10418.0,62,2020,9088.0,1330.0,4,6,-9610.0
S2005,第2レンジ 11-14時（締切20h・決済23h）,66554.0,134,2026,37509.0,29045.0,5,6,-4320.0,142,2016,5695.0,-10015.0,3,6,-10015.0
S2008,第2レンジ 12-15時（締切20h・決済23h）,120866.0,136,2026,112559.0,8307.0,3,6,-4827.0,135,2016,5658.0,-10485.0,3,6,-10485.0
S2018,第2レンジ13-15時・締切17h・強制決済22h,14964.0,51,2025,25625.0,-10661.0,3,6,24985.0,62,2020,20644.0,4341.0,5,6,-10661.0
S2037,レンジ幅 0.5〜2.0ATR（既定0.40〜1.00）,98043.0,36,2026,109035.0,-10992.0,4,6,31728.0,36,2020,29152.0,2576.0,5,6,-10992.0
S2006,第2レンジ 11-15時（締切20h・決済23h）,141895.0,216,2026,122827.0,19068.0,4,6,-617.0,215,2020,12536.0,-13153.0,2,6,-13153.0
S2029,レンジ幅 0.3〜1.0ATR（既定0.40〜1.00）,81580.0,230,2026,95083.0,-13503.0,3,6,-755.0,228,2018,5320.0,-6075.0,4,6,-13503.0
S2067,第2レンジ12-15時 × RR1.3,93504.0,136,2026,84007.0,9497.0,3,6,-10932.0,135,2016,5125.0,-16057.0,3,6,-16057.0
S2003,第2レンジ 9-13時（締切20h・決済23h）,38323.0,295,2026,48156.0,-9833.0,3,6,-8832.0,263,2021,8595.0,-17427.0,2,6,-17427.0
S2015,第2レンジ 15-17時（締切20h・決済23h）,-3233.0,264,2026,17555.0,-20788.0,2,6,-5620.0,228,2018,5542.0,-11162.0,2,6,-20788.0
S2036,レンジ幅 0.3〜1.5ATR（既定0.40〜1.00）,64677.0,236,2026,85717.0,-21040.0,4,6,-222.0,229,2018,5320.0,-5542.0,4,6,-21040.0
S2004,第2レンジ 11-13時（締切20h・決済23h）,67161.0,67,2026,54783.0,12378.0,4,6,-14266.0,84,2016,7260.0,-21526.0,2,6,-21526.0
S2062,第2レンジ11-13時 × RR3.0,-12285.0,66,2023,10810.0,-23095.0,4,6,-15530.0,84,2016,6329.0,-21859.0,2,6,-23095.0
S2060,第2レンジ11-13時 × RR2.0,13935.0,67,2023,8035.0,5900.0,3,6,-16889.0,84,2016,6329.0,-23218.0,1,6,-23218.0
S2059,第2レンジ11-13時 × RR1.3,46367.0,69,2026,34515.0,11852.0,4,6,-17702.0,84,2016,5566.0,-23268.0,1,6,-23268.0
S2066,第2レンジ13-16時 × RR3.0,48576.0,278,2025,57508.0,-8932.0,3,6,-20540.0,256,2018,4463.0,-25003.0,2,6,-25003.0
S2061,第2レンジ11-13時 × RR2.5,-17052.0,66,2023,8779.0,-25831.0,3,6,-14115.0,84,2016,6329.0,-20444.0,2,6,-25831.0
S2016,第2レンジ 15-18時（締切20h・決済23h）,-5074.0,166,2025,21910.0,-26984.0,3,6,2383.0,153,2020,5541.0,-3158.0,2,6,-26984.0
S2014,第2レンジ 14-17時（締切20h・決済23h）,11269.0,292,2026,38899.0,-27630.0,3,6,-19062.0,253,2019,6610.0,-25672.0,2,6,-27630.0
S2012,第2レンジ 13-17時（締切20h・決済23h）,37838.0,311,2026,38706.0,-868.0,3,6,-25718.0,266,2019,3088.0,-28806.0,2,6,-28806.0
S2065,第2レンジ13-16時 × RR2.5,51118.0,278,2025,54807.0,-3689.0,3,6,-24843.0,256,2018,4730.0,-29573.0,2,6,-29573.0
S2035,レンジ幅 0.25〜0.75ATR（既定0.40〜1.00）,92588.0,362,2026,90921.0,1667.0,3,6,-18927.0,378,2020,11298.0,-30225.0,3,6,-30225.0
S2002,第2レンジ 9-12時（締切20h・決済23h）,22294.0,227,2026,17877.0,4417.0,4,6,-22056.0,217,2021,10574.0,-32630.0,2,6,-32630.0
S2011,第2レンジ 13-16時（締切20h・決済23h）,128441.0,279,2026,72562.0,55879.0,4,6,-29252.0,258,2018,3845.0,-33097.0,2,6,-33097.0
S2064,第2レンジ13-16時 × RR2.0,43139.0,278,2025,49431.0,-6292.0,3,6,-28986.0,256,2018,4209.0,-33195.0,2,6,-33195.0
S2063,第2レンジ13-16時 × RR1.3,107939.0,279,2026,52944.0,54995.0,5,6,-28988.0,258,2018,5103.0,-34091.0,2,6,-34091.0
