time,profit
1478732400,1966.0
1478794051,-1790.0
1479781602,-1450.0
1480968000,-448.0
1481587200,-577.0
1481768197,3379.0
1481832000,443.0
1482264000,-262.0
1482742800,450.0
1482868800,-803.0
1482883200,-469.0
1483467500,-2426.0
1483560000,41.0
1484251200,-284.0
1484683200,-128.0
1484870400,-750.0
1485288000,11.0
1485374400,409.0
1485460800,877.0
1485471600,-420.0
1485892800,668.0
1485903600,227.0
1486065600,-673.0
1486422000,653.0
1487006981,-2086.0
1487678308,-1084.0
1487800830,-613.0
1487890800,286.0
1487935768,1386.0
1488235985,-1153.0
1488392788,-904.0
1488398400,-667.0
1488409200,764.0
1488481952,1246.0
1489694400,-266.0
1490576968,-1154.0
1491508800,-196.0
1491849101,-664.0
1491865200,-78.0
1492632000,-4.0
1493150400,745.0
1493164860,-1931.0
1493928000,353.0
1494460830,-92.0
1495051200,1136.0
1495114685,-697.0
1495122047,-1482.0
1495141025,1258.0
1496016000,-182.0
1496174400,350.0
1496779200,473.0
1496790000,-28.0
1496868872,-1362.0
1496952000,1191.0
1497556800,1081.0
1497567600,-245.0
1497916830,-812.0
1498521601,547.0
1498766400,157.0
1499106182,1492.0
1499126430,10.0
1499284800,-403.0
1499295600,159.0
1499371200,-102.0
1500332400,-241.0
1500567280,-634.0
1501113870,-495.0
1501790400,-115.0
1501801200,-12.0
1502233200,-583.0
1502308800,472.0
1502395200,390.0
1502668800,786.0
1502740800,-280.0
1503345600,357.0
1504004460,1756.0
1504036590,-1342.0
1504051260,-59.0
1504486920,2474.0
1504633577,-1727.0
1504652400,1227.0
1504893016,-1162.0
1505088000,-42.0
1506024000,87.0
1506456000,1866.0
1506974400,-227.0
1507248060,135.0
1507593600,-99.0
1507665600,91.0
1508270400,464.0
1508356800,-49.0
1508443200,1074.0
1508716800,-258.0
1509006098,-987.0
1509552915,-635.0
1509566400,-386.0
1509580860,-78.0
1509667260,782.0
1509940800,1171.0
1510257600,-37.0
1510531200,-95.0
1511136030,87.0
1511812800,315.0
1512676800,303.0
1512691260,8038.0
1515013480,-516.0
1515441600,-293.0
1515528000,256.0
1515542460,-1687.0
1515589408,2347.0
1515625200,686.0
1516305600,-239.0
1517256000,173.0
1517266800,-428.0
1517342400,-1199.0
1517356860,-1021.0
1517433508,-1318.0
1517515200,-225.0
1517788800,1877.0
1517958000,1385.0
1518117679,-1180.0
1519084890,2467.0
1519156800,803.0
1519934400,169.0
1520380800,-1623.0
1520452800,548.0
1520952149,-898.0
1521662400,726.0
1522022400,-1641.0
1522081805,-725.0
1522958400,107.0
1523836800,835.0
1524686400,174.0
1525132860,734.0
1525377600,-50.0
1525723200,-135.0
1525809600,-489.0
1525887341,-836.0
1525906800,-246.0
1526428800,-1216.0
1526476257,-780.0
1526500800,-1066.0
1526932800,-640.0
1527019200,-91.0
1527079761,-652.0
1527091280,-1632.0
1527120000,-572.0
1527704379,-1287.0
1529438400,18.0
1529449200,-582.0
1529611200,-658.0
1530043200,207.0
1530137800,1395.0
1530140400,743.0
1530489600,-805.0
1530561600,665.0
1530640000,2333.0
1530678448,-778.0
1530814361,-626.0
1531166400,-284.0
1531263600,314.0
1531843647,-580.0
1531844522,1525.0
1531944000,-494.0
1532030400,553.0
1532376000,507.0
1532462400,-354.0
1532635200,78.0
1532912520,602.0
1533065837,-923.0
1533252738,1680.0
1533686400,-2188.0
1534171158,1841.0
1534190400,1346.0
1534201200,74.0
1534339877,1845.0
1534363200,912.0
1535054400,66.0
1535130280,-926.0
1535500800,441.0
1536054975,-904.0
1537281735,-613.0
1537747200,-367.0
1538681783,-661.0
1539028800,808.0
1539633600,335.0
1540771200,-636.0
1541102400,1150.0
1541435704,-645.0
1541458800,-297.0
1541620800,-562.0
1541631600,457.0
1542052800,119.0
1542139200,-946.0
1542294206,-737.0
1543521600,-103.0
1543867200,317.0
1543953600,96.0
1544112700,-614.0
1545163200,-254.0
1545322117,1138.0
1545940800,441.0
1546571002,967.0
1546960299,-1279.0
1547051729,-712.0
1547078460,-539.0
1547149775,-943.0
1547496000,-211.0
1549310400,-398.0
1549487724,-947.0
1549915200,216.0
1550001600,-231.0
1550155755,-1604.0
1550185200,-31.0
1550598640,1268.0
1551830430,-732.0
1552420800,-115.0
1552593600,647.0
1552939200,-213.0
1553025600,-145.0
1553126460,-493.0
1553544000,511.0
1553630400,95.0
1553785838,2203.0
1554159600,823.0
1554753600,-42.0
1555358400,-454.0
1555444177,1090.0
1556654400,-185.0
1556728552,-526.0
1556827200,107.0
1557446430,-28.0
1557864000,150.0
1558479600,-378.0
1559592000,748.0
1559599799,856.0
1559661150,-769.0
1559754039,-1929.0
1559775600,404.0
1559851200,470.0
1559865600,-886.0
1560196800,-170.0
1560369600,-449.0
1560504158,1382.0
1560801600,-530.0
1560888000,91.0
1561002684,1818.0
1561334400,2871.0
1561942920,-2604.0
1562011200,-414.0
1562097600,1121.0
1562116575,3212.0
1562616000,-1177.0
1562889600,-102.0
1563148830,-1563.0
1563313136,-1634.0
1563498312,2367.0
1564084752,-1945.0
1564684154,-1443.0
1565035200,845.0
1565208000,1259.0
1565714414,-1452.0
1565714969,2130.0
1565823600,-639.0
1566484696,-1627.0
1566782779,2514.0
1566849600,486.0
1567515154,-1347.0
1567627200,-940.0
1567703970,2406.0
1568313877,-1670.0
1568329200,177.0
1569369600,-320.0
1569867750,1980.0
1569949355,-1648.0
1572217260,337.0
1572523585,-1280.0
1572973481,1472.0
1572978702,1564.0
1573675200,-554.0
1575307832,-817.0
1575458008,-747.0
1575472717,-1355.0
1577131200,-115.0
1577351100,-1267.0
1577369725,1368.0
1578036819,1259.0
1578438000,204.0
1578509077,1892.0
1578528000,54.0
1578945600,289.0
1579611688,-1174.0
1579636800,-7.0
1579737630,-60.0
1579797874,-1054.0
1580086920,1950.0
1580155200,-460.0
1580252400,47.0
1580328000,-68.0
1580402130,-815.0
1580439813,-1574.0
1580749204,-1596.0
1580843375,1964.0
1580902479,-1106.0
1580932800,-1686.0
1582228800,495.0
1582239600,-160.0
1582579780,2244.0
1582664739,-3183.0
1582731988,-1650.0
1582753540,-1300.0
1582826784,-955.0
1582844400,1217.0
1583190000,987.0
1583257107,3449.0
1583352000,-1826.0
1583712000,-2438.0
1583798400,-205.0
1584027956,4148.0
1584361898,9293.0
1584376532,-2971.0
1584388800,2824.0
1584463522,-4871.0
1584464723,12383.0
1584561600,871.0
1584972746,-6944.0
1585008000,-2261.0
1585045410,6862.0
1585166400,-1500.0
1585609200,-579.0
1586736000,-38.0
1587078000,-110.0
1587423600,408.0
1587510000,224.0
1588291200,1233.0
1588550400,1072.0
1589227200,149.0
1590080611,-2579.0
1590091200,1224.0
1590364830,-442.0
1590523200,2106.0
1590607825,-1440.0
1590609600,-666.0
1590696000,-152.0
1590969630,-138.0
1591204418,2459.0
1591289711,-1115.0
1591297433,-2132.0
1591646400,406.0
1591660800,117.0
1591732800,967.0
1591916400,-1693.0
1592251200,-507.0
1592870400,-258.0
1593115200,-564.0
1593129600,-796.0
1593644400,124.0
1594335600,-254.0
1594670400,28.0
1594767600,675.0
1595203200,-249.0
1595339554,2066.0
1595525415,-992.0
1595534400,3209.0
1595545200,-192.0
1595975674,4867.0
1596139200,431.0
1596484800,-331.0
1596575195,5119.0
1596657600,-184.0
1596727299,4293.0
1596744000,827.0
1597176000,5443.0
1597181197,4975.0
1597271009,-5526.0
1597694400,6694.0
1598400330,-648.0
1599163200,166.0
1599523500,-105.0
1599696330,-2054.0
1600214700,-106.0
1600286400,-228.0
1600708827,6346.0
1600804800,458.0
1600891200,1124.0
1600902000,1830.0
1601334000,1326.0
1601481156,-1567.0
1601910806,-1825.0
1602100800,-378.0
1602633900,-692.0
1602705600,-55.0
1603065900,-127.0
1603137600,-176.0
1603310400,232.0
1604347200,618.0
1604358000,-1974.0
1604617200,1936.0
1604934939,9549.0
1605049200,-1141.0
1605567600,-1581.0
1605744300,3513.0
1606089900,2615.0
1606248000,1337.0
1606852800,2264.0
1606863600,116.0
1606944972,-1511.0
1607018730,-1479.0
1607385900,-7.0
1607544000,1203.0
1608062400,721.0
1608580800,-1938.0
1609185600,-625.0
1609790400,936.0
1609876800,499.0
1609944197,-3456.0
1609963200,2292.0
1610049600,166.0
1610323500,14597.0
1610467588,-2271.0
1611154950,-1810.0
1611159268,-2003.0
1611183600,1981.0
1612209600,-572.0
1612296000,1665.0
1612306800,-249.0
1612468800,2546.0
1612742700,6305.0
1612814400,2169.0
1612825200,36.0
1612900800,-824.0
1613516400,1179.0
1614024000,1185.0
1614283200,1949.0
1614294000,1223.0
1614358047,3980.0
1614557100,4552.0
1614612339,-2704.0
1614639600,959.0
1614715200,1336.0
1615320000,2140.0
1615766700,15242.0
1615876354,-1829.0
1616544300,-88.0
1617118179,2141.0
1617118340,2710.0
1617145200,153.0
1617753900,2941.0
1617912000,995.0
1618848697,-1534.0
1618873200,555.0
1619035200,290.0
1619640000,-1152.0
1619715135,3890.0
1620062917,2051.0
1620146978,-1185.0
1620324038,2326.0
1620676800,-380.0
1620925359,-2545.0
1621442415,3036.0
1621469100,3536.0
1621555500,-18045.0
1622059200,-781.0
1622160300,213.0
1622422920,1088.0
1622736099,2046.0
1623700800,-756.0
1623888300,-1343.0
1623953615,7321.0
1623970800,517.0
