proposal_id,base,description,parameter_json,cap,window,status,net,pf,dd_pct,monthly_pct,trades,final_balance,balance_source,deals,elapsed,run_id,pb_uj_net,pb_uj_n,pb_gj_net,pb_gj_n,rsi_uj_net,rsi_uj_n,rsi_eu_net,rsi_eu_n,rsi_gu_net,rsi_gu_n,pair_net,pair_n,carry_net,carry_n,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n
V001,T036,"本命: T036（mask=7/risk1%/倍率3）・cap無し。1:100 では OOS 6,431,197円/1375取引。1:25 で何が変わるか","{""FxRiskMask"": 7, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 3, ""MarginCapPct"": 0, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 1.0, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 1.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 1.0, ""Mult_RSI_EURUSD"": 1.0, ""Mult_RSI_GBPUSD"": 1.0, ""Mult_RSI_USDJPY"": 1.0, ""Mult_SCA_GBPJPY"": 1.0, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 1.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",0,OOS,OK,2982564.0,1.2303,68.974,10.8457,1270,3482564.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V001_20260915064128_77de_deals.csv,225.8,mc_oos_V001_20260915064128_77de,-144607,17,1020890,9,53212,85,750001,192,795674,48,5891,30,-1327158,7,-7051,264,135495,618
V004,T036,"U011の重み・cap無し。1:100 では OOS 182,319,948円/1375取引。口座が1億超まで育つ構成が 1:25 の証拠金に収まるはずがない、の検証","{""FxRiskMask"": 7, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 3, ""MarginCapPct"": 0, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 0.75, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 4.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 0.5, ""Mult_RSI_EURUSD"": 4.0, ""Mult_RSI_GBPUSD"": 4.0, ""Mult_RSI_USDJPY"": 2.0, ""Mult_SCA_GBPJPY"": 4.0, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 4.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",0,OOS,OK,4475250.0,1.3422,46.5952,16.2736,1021,4975250.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V004_20260915064514_dec5_deals.csv,226.2,mc_oos_V004_20260915064514_dec5,329167,18,3397633,15,-1042930,80,,,,,1602,27,-619583,7,-26690,266,537674,608
V000,T043,"基準: T043（mask=23/倍率1/SCA_GJ 0.15）・cap無し。1:100 では OOS 1,213,378円。倍率1なら 1:25 でも変わらないはず","{""FxRiskMask"": 23, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 1, ""MarginCapPct"": 0, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 1.0, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 1.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 1.0, ""Mult_RSI_EURUSD"": 1.0, ""Mult_RSI_GBPUSD"": 1.0, ""Mult_RSI_USDJPY"": 1.0, ""Mult_SCA_GBPJPY"": 0.15, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 1.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",0,OOS,OK,1213378.0,1.2989,29.5436,4.4123,1375,1713378.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V000_20260915064900_c744_deals.csv,226.3,mc_oos_V000_20260915064900_c744,10650,18,394377,15,89418,87,-16073,269,238462,62,1996,30,-138164,7,-2224,266,121540,621
V002,T036,T036 ＋ cap80%。1:100 では完全な no-op だった。1:25 で効くなら A10 は生き返る,"{""FxRiskMask"": 7, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 3, ""MarginCapPct"": 80, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 1.0, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 1.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 1.0, ""Mult_RSI_EURUSD"": 1.0, ""Mult_RSI_GBPUSD"": 1.0, ""Mult_RSI_USDJPY"": 1.0, ""Mult_SCA_GBPJPY"": 1.0, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 1.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",80,OOS,OK,9474415.0,1.3449,60.8794,34.4524,1329,9974415.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V002_20260915065246_193a_deals.csv,225.6,mc_oos_V002_20260915065246_193a,-393027,18,3764913,15,-35295,86,323606,261,1344359,60,5889,30,-811200,7,-12043,253,83625,599
V005,T036,U011の重み ＋ cap80%。A10 が重み構成を実行可能にするか,"{""FxRiskMask"": 7, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 3, ""MarginCapPct"": 80, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 0.75, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 4.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 0.5, ""Mult_RSI_EURUSD"": 4.0, ""Mult_RSI_GBPUSD"": 4.0, ""Mult_RSI_USDJPY"": 2.0, ""Mult_SCA_GBPJPY"": 4.0, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 4.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",80,OOS,OK,45876091.0,1.3065,62.0008,166.8221,1306,46376091.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V005_20260915065632_ff13_deals.csv,230.3,mc_oos_V005_20260915065632_ff13,225605,18,21401442,15,-1738727,84,2192392,263,5951863,58,17261,30,-5129576,7,-44069,245,525389,586
V006,T036,切り分け: RSI 3枠だけ一律4倍・cap無し。U011 の効果が『配分』か『RSIの増レバ』かを 1:25 の土俵で決める,"{""FxRiskMask"": 7, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 3, ""MarginCapPct"": 0, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 1.0, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 1.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 1.0, ""Mult_RSI_EURUSD"": 4.0, ""Mult_RSI_GBPUSD"": 4.0, ""Mult_RSI_USDJPY"": 4.0, ""Mult_SCA_GBPJPY"": 1.0, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 1.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",0,OOS,OK,670376.0,1.266,69.7095,2.4377,957,1170376.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V006_20260915070022_4ab8_deals.csv,220.5,mc_oos_V006_20260915070022_4ab8,77599,18,222283,14,-76099,2,,,,,5939,30,-77211,7,-6673,266,125571,620
V003,T036,T036 ＋ cap75%（台地の下端）,"{""FxRiskMask"": 7, ""FxRiskPct"": 1.0, ""FxRiskRefCap"": 0, ""GlobalLotMult"": 3, ""MarginCapPct"": 75, ""Mult_BFXREV"": 1.0, ""Mult_BTC_FUND"": 1.0, ""Mult_CARRY"": 1.0, ""Mult_ETH"": 1.0, ""Mult_PAIR"": 1.0, ""Mult_PB_GBPJPY"": 1.0, ""Mult_PB_GOLD"": 1.0, ""Mult_PB_USDJPY"": 1.0, ""Mult_RSI_EURUSD"": 1.0, ""Mult_RSI_GBPUSD"": 1.0, ""Mult_RSI_USDJPY"": 1.0, ""Mult_SCA_GBPJPY"": 1.0, ""Mult_SCA_GOLD"": 1.0, ""Mult_SCA_USDJPY"": 1.0, ""Mult_VBO"": 1.0, ""RefCap_CARRY"": 0, ""RefCap_PB_GBPJPY"": 0, ""RefCap_PB_USDJPY"": 0}",75,OOS,OK,7157328.0,1.3085,56.4412,26.0266,1318,7657328.0,summary:最終残高,C:\Users\f\source\repos\mt5_backtester\ml\fxlev25\run_deals\mc_oos_V003_20260915070403_02ac_deals.csv,230.6,mc_oos_V003_20260915070403_02ac,-510866,17,3107425,15,315773,86,520404,261,1140499,59,1895,30,-1477650,7,-11269,252,91160,591
