key,value
net_profit,113909.00
profit_factor,1.2166
max_dd_pct,5.5047
equity_dd_pct,7.0758
equity_dd_abs,38957.00
total_trades,1361
win_trades,549
loss_trades,812
initial_deposit,500000.00
final_balance,613909.00
