key,value
net_profit,118228.00
profit_factor,1.2251
max_dd_pct,5.2972
equity_dd_pct,7.2305
equity_dd_abs,39963.00
total_trades,1361
win_trades,549
loss_trades,812
initial_deposit,500000.00
final_balance,618228.00
