key,value
net_profit,244055.00
profit_factor,1.3306
max_dd_pct,7.3544
equity_dd_pct,7.5890
equity_dd_abs,57107.00
total_trades,1587
win_trades,675
loss_trades,912
initial_deposit,500000.00
final_balance,744055.00
