key,value
net_profit,112689.00
profit_factor,1.2138
max_dd_pct,5.5171
equity_dd_pct,7.2974
equity_dd_abs,40177.00
total_trades,1362
win_trades,549
loss_trades,813
initial_deposit,500000.00
final_balance,612689.00
