key,value
net_profit,235033.00
profit_factor,1.3270
max_dd_pct,7.2562
equity_dd_pct,7.5085
equity_dd_abs,55929.00
total_trades,1557
win_trades,660
loss_trades,897
initial_deposit,500000.00
final_balance,735033.00
