key,value
net_profit,116648.00
profit_factor,1.2208
max_dd_pct,5.7783
equity_dd_pct,7.5443
equity_dd_abs,41761.00
total_trades,1365
win_trades,551
loss_trades,814
initial_deposit,500000.00
final_balance,616648.00
