key,value
net_profit,114096.00
profit_factor,1.2159
max_dd_pct,5.4904
equity_dd_pct,7.2626
equity_dd_abs,40177.00
total_trades,1364
win_trades,550
loss_trades,814
initial_deposit,500000.00
final_balance,614096.00
