key,value
net_profit,248400.00
profit_factor,1.3375
max_dd_pct,7.0786
equity_dd_pct,7.8046
equity_dd_abs,58921.00
total_trades,1584
win_trades,674
loss_trades,910
initial_deposit,500000.00
final_balance,748400.00
