key,value
net_profit,268226.00
profit_factor,1.3688
max_dd_pct,6.1296
equity_dd_pct,7.5229
equity_dd_abs,57792.00
total_trades,1595
win_trades,691
loss_trades,904
initial_deposit,500000.00
final_balance,768226.00
