key,value
net_profit,115682.00
profit_factor,1.2135
max_dd_pct,5.2934
equity_dd_pct,7.4929
equity_dd_abs,41622.00
total_trades,1379
win_trades,556
loss_trades,823
initial_deposit,500000.00
final_balance,615682.00
