key,value
net_profit,119060.00
profit_factor,1.2214
max_dd_pct,5.3438
equity_dd_pct,6.8155
equity_dd_abs,37607.00
total_trades,1357
win_trades,554
loss_trades,803
initial_deposit,500000.00
final_balance,619060.00
