key,value
net_profit,258451.00
profit_factor,1.3544
max_dd_pct,7.1187
equity_dd_pct,7.4272
equity_dd_abs,57107.00
total_trades,1552
win_trades,673
loss_trades,879
initial_deposit,500000.00
final_balance,758451.00
