key,value
net_profit,246364.00
profit_factor,1.3257
max_dd_pct,7.8166
equity_dd_pct,7.7129
equity_dd_abs,58662.00
total_trades,1607
win_trades,680
loss_trades,927
initial_deposit,500000.00
final_balance,746364.00
