key,value
net_profit,116803.00
profit_factor,1.2155
max_dd_pct,5.2740
equity_dd_pct,7.0845
equity_dd_abs,39276.00
total_trades,1380
win_trades,556
loss_trades,824
initial_deposit,500000.00
final_balance,616803.00
