key,value
net_profit,65394.00
profit_factor,1.2385
max_dd_pct,4.2253
equity_dd_pct,5.1593
equity_dd_abs,27358.00
total_trades,808
win_trades,296
loss_trades,512
initial_deposit,500000.00
final_balance,565394.00
