key,value
net_profit,251121.00
profit_factor,1.3371
max_dd_pct,7.1635
equity_dd_pct,7.5006
equity_dd_abs,57107.00
total_trades,1576
win_trades,674
loss_trades,902
initial_deposit,500000.00
final_balance,751121.00
