key,value
net_profit,260656.00
profit_factor,1.3477
max_dd_pct,7.2919
equity_dd_pct,7.7578
equity_dd_abs,60164.00
total_trades,1607
win_trades,685
loss_trades,922
initial_deposit,500000.00
final_balance,760656.00
