key,value
net_profit,262648.00
profit_factor,1.2759
max_dd_pct,7.9726
equity_dd_pct,8.3044
equity_dd_abs,64389.00
total_trades,1949
win_trades,842
loss_trades,1107
initial_deposit,500000.00
final_balance,762648.00
