key,value
net_profit,245307.00
profit_factor,1.3239
max_dd_pct,7.8166
equity_dd_pct,7.7130
equity_dd_abs,58662.00
total_trades,1608
win_trades,680
loss_trades,928
initial_deposit,500000.00
final_balance,745307.00
