key,value
net_profit,255495.00
profit_factor,1.3444
max_dd_pct,7.3544
equity_dd_pct,7.4979
equity_dd_abs,57107.00
total_trades,1595
win_trades,679
loss_trades,916
initial_deposit,500000.00
final_balance,755495.00
