key,value
net_profit,206167.00
profit_factor,1.2657
max_dd_pct,6.1461
equity_dd_pct,5.3266
equity_dd_abs,39415.00
total_trades,1628
win_trades,691
loss_trades,937
initial_deposit,500000.00
final_balance,706167.00
