key,value
net_profit,103313.00
profit_factor,1.1902
max_dd_pct,5.7433
equity_dd_pct,7.2060
equity_dd_abs,39784.00
total_trades,1374
win_trades,547
loss_trades,827
initial_deposit,500000.00
final_balance,603313.00
