key,value
net_profit,254237.00
profit_factor,1.3421
max_dd_pct,7.3544
equity_dd_pct,7.5103
equity_dd_abs,57107.00
total_trades,1596
win_trades,679
loss_trades,917
initial_deposit,500000.00
final_balance,754237.00
