key,value
net_profit,92993.00
profit_factor,1.1732
max_dd_pct,7.3663
equity_dd_pct,9.5890
equity_dd_abs,53344.00
total_trades,1375
win_trades,557
loss_trades,818
initial_deposit,500000.00
final_balance,592993.00
