key,value
net_profit,227870.00
profit_factor,1.5198
max_dd_pct,6.4594
equity_dd_pct,7.8349
equity_dd_abs,53185.00
total_trades,1143
win_trades,490
loss_trades,653
initial_deposit,500000.00
final_balance,727870.00
