key,value
net_profit,239255.00
profit_factor,1.3384
max_dd_pct,7.7750
equity_dd_pct,7.4917
equity_dd_abs,56364.00
total_trades,1595
win_trades,680
loss_trades,915
initial_deposit,500000.00
final_balance,739255.00
