key,value
net_profit,100387.00
profit_factor,1.1335
max_dd_pct,6.1401
equity_dd_pct,7.3545
equity_dd_abs,42104.00
total_trades,1749
win_trades,724
loss_trades,1025
initial_deposit,500000.00
final_balance,600387.00
