key,value
net_profit,108129.00
profit_factor,1.1931
max_dd_pct,4.9356
equity_dd_pct,5.5841
equity_dd_abs,30992.00
total_trades,1399
win_trades,564
loss_trades,835
initial_deposit,500000.00
final_balance,608129.00
