key,value
net_profit,115995.00
profit_factor,1.2136
max_dd_pct,5.2920
equity_dd_pct,7.0498
equity_dd_abs,38929.00
total_trades,1380
win_trades,556
loss_trades,824
initial_deposit,500000.00
final_balance,615995.00
