key,value
net_profit,112260.00
profit_factor,1.2054
max_dd_pct,5.2942
equity_dd_pct,7.0901
equity_dd_abs,39152.00
total_trades,1383
win_trades,556
loss_trades,827
initial_deposit,500000.00
final_balance,612260.00
