key,value
net_profit,90119.00
profit_factor,1.1681
max_dd_pct,7.5592
equity_dd_pct,9.7878
equity_dd_abs,54197.00
total_trades,1375
win_trades,552
loss_trades,823
initial_deposit,500000.00
final_balance,590119.00
