key,value
net_profit,161707.00
profit_factor,1.3973
max_dd_pct,7.6109
equity_dd_pct,7.1587
equity_dd_abs,36122.00
total_trades,954
win_trades,362
loss_trades,592
initial_deposit,500000.00
final_balance,661707.00
