key,value
net_profit,109458.00
profit_factor,1.2019
max_dd_pct,5.3107
equity_dd_pct,7.1357
equity_dd_abs,39560.00
total_trades,1372
win_trades,551
loss_trades,821
initial_deposit,500000.00
final_balance,609458.00
