key,value
net_profit,204448.00
profit_factor,1.2653
max_dd_pct,6.4727
equity_dd_pct,6.1898
equity_dd_abs,31827.00
total_trades,1615
win_trades,683
loss_trades,932
initial_deposit,500000.00
final_balance,704448.00
