key,value
net_profit,230605.00
profit_factor,1.4752
max_dd_pct,7.4314
equity_dd_pct,7.9486
equity_dd_abs,40019.00
total_trades,1288
win_trades,557
loss_trades,731
initial_deposit,500000.00
final_balance,730605.00
