key,value
net_profit,119092.00
profit_factor,1.2276
max_dd_pct,5.4035
equity_dd_pct,7.3864
equity_dd_abs,41102.00
total_trades,1332
win_trades,543
loss_trades,789
initial_deposit,500000.00
final_balance,619092.00
