key,value
net_profit,242359.00
profit_factor,1.3041
max_dd_pct,7.2738
equity_dd_pct,7.7555
equity_dd_abs,58010.00
total_trades,1635
win_trades,700
loss_trades,935
initial_deposit,500000.00
final_balance,742359.00
