measured_at,window,net,pf,dd,trades,pb_gold,sca_gold,run_id
2026-09-03T18:01:23+00:00,IS,391947.0,2.1664,3.9221,301,199469,192478,hx_is_BASELINE_20260903175854_ba7789
2026-09-03T18:12:24+00:00,OOS,41516.0,1.2651,2.0405,329,1471,40045,hx_oos_BASELINE_20260903180124_441ed3
2026-09-03T20:28:42+00:00,IS,417882.0,2.2542,3.7942,301,223397,194485,hx_is_BASELINE_20260903202614_d8d8b4
2026-09-03T20:39:38+00:00,OOS,47340.0,1.3077,1.8676,329,6163,41177,hx_oos_BASELINE_20260903202843_a68cbc
2026-09-03T22:55:20+00:00,IS,417882.0,2.2542,3.7942,301,223397,194485,hx_is_BASELINE_20260903225336_6331d2
2026-09-03T23:02:31+00:00,OOS,47340.0,1.3077,1.8676,329,6163,41177,hx_oos_BASELINE_20260903225521_a1d3d2
2026-09-04T00:36:08+00:00,IS,417882.0,2.2542,3.7942,301,223397,194485,hx_is_BASELINE_20260904003434_a68b7b
2026-09-04T00:43:13+00:00,OOS,47340.0,1.3077,1.8676,329,6163,41177,hx_oos_BASELINE_20260904003608_508bb8
