proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,pb_net,pb_n,sca1_net,sca1_n,sca2_net,sca2_n,pb2_net,pb2_n,sca3_net,sca3_n,sca4_net,sca4_n,description,parameter_json,elapsed,run_id
S4038,U5_range_filter,IS,OK,630476.0,1.8137,6.3637,2.1016,584,196940,63,179120,242,123237,91,,,74955,121,56224,67,第4レンジ幅0.3〜1.4ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.4, ""Sca4MinRange"": 0.3, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.8,s4_is_S4038_20260905224042_9278
S4039,U5_range_filter,IS,OK,604807.0,1.9233,4.5417,2.016,522,196940,63,179120,242,123237,91,,,74955,121,30555,5,第4レンジ幅0.5〜1.0ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.5, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.8,s4_is_S4039_20260905224216_460a
S4040,U5_range_filter,IS,OK,604807.0,1.9233,4.5417,2.016,522,196940,63,179120,242,123237,91,,,74955,121,30555,5,第4レンジ幅0.5〜1.4ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.4, ""Sca4MinRange"": 0.5, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.8,s4_is_S4040_20260905224350_9b2e
S4041,U6_buffer,IS,OK,604766.0,1.9101,4.5342,2.0159,531,196940,63,179120,242,123237,91,,,74955,121,30514,14,第4バッファ0.02ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.02, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.7,s4_is_S4041_20260905224524_75c2
S4042,U6_buffer,IS,OK,604142.0,1.9086,4.5389,2.0138,531,196940,63,179120,242,123237,91,,,74955,121,29890,14,第4バッファ0.05ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.05, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.8,s4_is_S4042_20260905224657_94cf
S4043,U6_buffer,IS,OK,601259.0,1.912,4.5485,2.0042,528,196940,63,179120,242,123237,91,,,74955,121,27007,11,第4バッファ0.1ATR,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.1, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.8,s4_is_S4043_20260905224831_31ff
S4044,U7_friday_boost,IS,OK,642657.0,1.9269,4.5809,2.1422,537,196940,63,179120,242,123237,91,,,74955,121,68405,20,第4セッション金曜も取引,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": false, ""Sca4TradeEnd"": 20}",98.8,s4_is_S4044_20260905225005_848d
S4045,U7_friday_boost,IS,OK,593334.0,1.8932,4.5893,1.9778,532,196940,63,179120,242,123237,91,,,74955,121,19082,15,第4セッション逆行ブーストなし,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": false, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.7,s4_is_S4045_20260905225144_2d41
S4046,U7_friday_boost,IS,OK,593334.0,1.8932,4.5893,1.9778,532,196940,63,179120,242,123237,91,,,74955,121,19082,15,第4逆行ブースト1.5倍,"{""Sca4BoostMult"": 1.5, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.8,s4_is_S4046_20260905225317_4c7b
S4047,U7_friday_boost,IS,OK,605254.0,1.8965,4.6285,2.0175,532,196940,63,179120,242,123237,91,,,74955,121,31002,15,第4逆行ブースト3.0倍,"{""Sca4BoostMult"": 3.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",93.7,s4_is_S4047_20260905225451_75a7
S4001,U1_window,OOS,OK,128845.0,1.5096,2.3968,0.4685,541,20752,50,52540,245,20733,94,,,23335,126,11485,26,第4レンジ12-13時・EA既定の中心点（有効化）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4001_20260905225625_3876
S4002,U1_window,OOS,OK,115166.0,1.4298,2.8247,0.4188,551,20752,50,52540,245,20733,94,,,23335,126,-2194,36,第4レンジ11-12時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 12, ""Sca4RangeStart"": 11, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.7,s4_oos_S4002_20260905225734_39cc
S4003,U1_window,OOS,OK,98343.0,1.3246,4.3529,0.3576,613,20752,50,52540,245,20733,94,,,23335,126,-19017,98,第4レンジ11-13時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 11, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.6,s4_oos_S4003_20260905225847_e8a9
S4004,U1_window,OOS,OK,131404.0,1.4147,3.0052,0.4778,699,20752,50,52540,245,20733,94,,,23335,126,14044,184,第4レンジ15-16時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 16, ""Sca4RangeStart"": 15, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4004_20260905225956_88d0
S4005,U1_window,OOS,OK,97636.0,1.278,3.2319,0.355,800,20752,50,52540,245,20733,94,,,23335,126,-19724,285,第4レンジ15-17時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 17, ""Sca4RangeStart"": 15, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.7,s4_oos_S4005_20260905230110_4643
S4006,U1_window,OOS,OK,120141.0,1.3953,3.3865,0.4369,744,20752,50,52540,245,20733,94,,,23335,126,2781,229,第4レンジ15-18時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 18, ""Sca4RangeStart"": 15, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.6,s4_oos_S4006_20260905230223_67a5
S4007,U1_window,OOS,OK,103129.0,1.3401,2.9656,0.375,664,20752,50,52540,245,20733,94,,,23335,126,-14231,149,第4レンジ16-17時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 17, ""Sca4RangeStart"": 16, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.7,s4_oos_S4007_20260905230337_94c3
S4008,U1_window,OOS,OK,106955.0,1.3541,3.0804,0.3889,704,20752,50,52540,245,20733,94,,,23335,126,-10405,189,第4レンジ16-18時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 18, ""Sca4RangeStart"": 16, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4008_20260905230451_648b
S4009,U1_window,OOS,OK,110676.0,1.3922,3.1392,0.4025,633,20752,50,52540,245,20733,94,,,23335,126,-6684,118,第4レンジ16-19時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 19, ""Sca4RangeStart"": 16, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4009_20260905230559_e0ee
S4010,U1_window,OOS,OK,114244.0,1.4034,3.0792,0.4154,620,20752,50,52540,245,20733,94,,,23335,126,-3116,105,第4レンジ17-18時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 18, ""Sca4RangeStart"": 17, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4010_20260905230708_2c2d
S4011,U1_window,OOS,OK,107783.0,1.3881,3.4436,0.3919,619,20752,50,52540,245,20733,94,,,23335,126,-9577,104,第4レンジ17-19時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 19, ""Sca4RangeStart"": 17, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4011_20260905230817_6457
S4012,U1_window,OOS,OK,104454.0,1.3844,3.5739,0.3798,602,20752,50,52540,245,20733,94,,,23335,126,-12906,87,第4レンジ17-20時（締切21h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 20, ""Sca4RangeStart"": 17, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",68.7,s4_oos_S4012_20260905230925_b714
S4013,U1_window,OOS,OK,117837.0,1.4743,2.7767,0.4285,550,20752,50,52540,245,20733,94,,,23335,126,477,35,第4レンジ18-19時（締切20h・決済23h）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 19, ""Sca4RangeStart"": 18, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4013_20260905231034_c845
S4014,U1_window,OOS,OK,114924.0,1.4563,3.1486,0.4179,566,20752,50,52540,245,20733,94,,,23335,126,-2436,51,第4レンジ18-20時（締切21h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 20, ""Sca4RangeStart"": 18, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",68.7,s4_oos_S4014_20260905231143_d4d6
S4015,U1_window,OOS,OK,113661.0,1.444,2.9559,0.4133,576,20752,50,52540,245,20733,94,,,23335,126,-3699,61,第4レンジ18-21時（締切22h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 21, ""Sca4RangeStart"": 18, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 22}",73.6,s4_oos_S4015_20260905231251_4698
S4016,U1_window,OOS,OK,130192.0,1.5409,2.6288,0.4734,524,20752,50,52540,245,20733,94,,,23335,126,12832,9,第4レンジ19-20時（締切21h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 20, ""Sca4RangeStart"": 19, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",68.6,s4_oos_S4016_20260905231405_c9ce
S4017,U1_window,OOS,OK,123483.0,1.4937,3.0985,0.449,550,20752,50,52540,245,20733,94,,,23335,126,6123,35,第4レンジ19-21時（締切22h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 21, ""Sca4RangeStart"": 19, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 22}",73.7,s4_oos_S4017_20260905231514_bd46
S4018,U1_window,OOS,OK,104936.0,1.3744,3.4771,0.3816,560,20752,50,52540,245,20733,94,,,23335,126,-12424,45,第4レンジ19-22時（締切23h・決済24h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 24, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 22, ""Sca4RangeStart"": 19, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 23}",73.6,s4_oos_S4018_20260905231627_fa83
S4019,U1_window,OOS,OK,122091.0,1.499,2.7151,0.444,529,20752,50,52540,245,20733,94,,,23335,126,4731,14,第4レンジ20-21時（締切22h・決済23h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 21, ""Sca4RangeStart"": 20, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 22}",73.6,s4_oos_S4019_20260905231741_063c
S4020,U1_window,OOS,OK,111864.0,1.4206,3.2259,0.4068,546,20752,50,52540,245,20733,94,,,23335,126,-5496,31,第4レンジ20-22時（締切23h・決済24h・窓終了後の時間確保のため締切/決済を調整）,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 24, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 22, ""Sca4RangeStart"": 20, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 23}",73.6,s4_oos_S4020_20260905231855_c61a
S4021,U2_trade_end,OOS,OK,119232.0,1.4863,2.9171,0.4336,525,20752,50,52540,245,20733,94,,,23335,126,1872,10,第4レンジ12-13時・締切15h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 15}",68.6,s4_oos_S4021_20260905232008_c52a
S4022,U2_trade_end,OOS,OK,129469.0,1.5177,2.3868,0.4708,536,20752,50,52540,245,20733,94,,,23335,126,12109,21,第4レンジ12-13時・締切17h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 17}",68.7,s4_oos_S4022_20260905232117_4a23
S4023,U2_trade_end,OOS,OK,128845.0,1.5096,2.3968,0.4685,541,20752,50,52540,245,20733,94,,,23335,126,11485,26,第4レンジ12-13時・締切19h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 19}",73.7,s4_oos_S4023_20260905232225_05dc
S4024,U2_trade_end,OOS,OK,128845.0,1.5096,2.3968,0.4685,541,20752,50,52540,245,20733,94,,,23335,126,11485,26,第4レンジ12-13時・締切21h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 21}",68.6,s4_oos_S4024_20260905232339_6a05
S4025,U2_trade_end,OOS,OK,128504.0,1.5076,2.3968,0.4673,542,20752,50,52540,245,20733,94,,,23335,126,11144,27,第4レンジ12-13時・締切22h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 22}",68.7,s4_oos_S4025_20260905232448_3ff0
S4026,U3_force_close,OOS,OK,124272.0,1.4965,3.1383,0.4519,541,20752,50,52540,245,20733,94,,,23335,126,6912,26,第4レンジ12-13時・強制決済20h・締切<決済を守るため締切19hへ調整,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 20, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 19}",73.7,s4_oos_S4026_20260905232556_7fcb
S4027,U3_force_close,OOS,OK,126185.0,1.5017,3.012,0.4589,541,20752,50,52540,245,20733,94,,,23335,126,8825,26,第4レンジ12-13時・強制決済21h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 21, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.6,s4_oos_S4027_20260905232710_eb9d
S4028,U3_force_close,OOS,OK,130460.0,1.5174,2.4238,0.4744,541,20752,50,52540,245,20733,94,,,23335,126,13100,26,第4レンジ12-13時・強制決済22h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 22, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4028_20260905232819_4c97
S4029,U3_force_close,OOS,OK,129353.0,1.4953,2.8279,0.4704,541,20752,50,52540,245,20733,94,,,23335,126,11993,26,第4レンジ12-13時・強制決済24h,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 24, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.7, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4029_20260905232927_71cd
S4030,U4_rr,OOS,OK,124350.0,1.4919,2.5801,0.4522,541,20752,50,52540,245,20733,94,,,23335,126,6990,26,第4セッションRR1.3,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.3, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4030_20260905233036_11c2
S4031,U4_rr,OOS,OK,126606.0,1.5008,2.4789,0.4604,541,20752,50,52540,245,20733,94,,,23335,126,9246,26,第4セッションRR1.5,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.5, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",68.7,s4_oos_S4031_20260905233145_490a
S4032,U4_rr,OOS,OK,128355.0,1.5077,2.405,0.4667,541,20752,50,52540,245,20733,94,,,23335,126,10995,26,第4セッションRR1.9,"{""Sca4BoostMult"": 2.0, ""Sca4Buffer"": 0.0, ""Sca4Enable"": true, ""Sca4ForceClose"": 23, ""Sca4Lot"": 0.01, ""Sca4MaxRange"": 1.0, ""Sca4MinRange"": 0.4, ""Sca4RR"": 1.9, ""Sca4RangeEnd"": 13, ""Sca4RangeStart"": 12, ""Sca4RevBoost"": true, ""Sca4SkipFriday"": true, ""Sca4TradeEnd"": 20}",73.7,s4_oos_S4032_20260905233253_02d9
