key,value
net_profit,257234.00
profit_factor,1.3527
max_dd_pct,6.5055
equity_dd_pct,7.6108
equity_dd_abs,58119.00
total_trades,1558
win_trades,669
loss_trades,889
initial_deposit,500000.00
final_balance,757234.00
