key,value
net_profit,258688.00
profit_factor,1.3518
max_dd_pct,6.7426
equity_dd_pct,7.4855
equity_dd_abs,57107.00
total_trades,1577
win_trades,676
loss_trades,901
initial_deposit,500000.00
final_balance,758688.00
