key,value
net_profit,255672.00
profit_factor,1.3506
max_dd_pct,6.5279
equity_dd_pct,7.6257
equity_dd_abs,58119.00
total_trades,1554
win_trades,667
loss_trades,887
initial_deposit,500000.00
final_balance,755672.00
