key,value
net_profit,118903.00
profit_factor,1.2216
max_dd_pct,5.2699
equity_dd_pct,7.0417
equity_dd_abs,39052.00
total_trades,1371
win_trades,555
loss_trades,816
initial_deposit,500000.00
final_balance,618903.00
