id,family,mode,lookback,shock_atr,adverse_atr,status,net,pf,dd,trades,dd_reduction_pt,xm_dd_after,max_integer_multiple,monthly_at_dd30_pct
EXIT_A0.25,gold_exit,2,1,1.5,0.25,OK,185960.0,3.2099,15.06,79,4.0497,未検証,未算出,未算出
EXIT_A0.3,gold_exit,2,1,1.5,0.3,OK,185162.0,3.1798,15.543,79,3.566700000000001,未検証,未算出,未算出
EXIT_A0.35,gold_exit,2,1,1.5,0.35,OK,175468.0,2.7225,15.96,79,3.1496999999999993,未検証,未算出,未算出
EXIT_A0.4,gold_exit,2,1,1.5,0.4,OK,171422.0,2.6039,18.262,78,0.8476999999999997,未検証,未算出,未算出
EXIT_A0.8,gold_exit,2,1,1.5,0.8,OK,159112.0,2.111,17.411,70,1.6986999999999988,未検証,未算出,未算出
EXIT_A2.0,gold_exit,2,1,1.5,2.0,OK,158498.0,2.0359,19.0273,61,0.0823999999999998,未検証,未算出,未算出
