key,value
net_profit,111959.00
profit_factor,1.1901
max_dd_pct,4.8590
equity_dd_pct,7.6793
equity_dd_abs,42099.00
total_trades,1463
win_trades,601
loss_trades,862
initial_deposit,500000.00
final_balance,611959.00
