key,value
net_profit,242393.00
profit_factor,1.3414
max_dd_pct,7.3772
equity_dd_pct,7.6095
equity_dd_abs,57107.00
total_trades,1539
win_trades,650
loss_trades,889
initial_deposit,500000.00
final_balance,742393.00
