key,value
net_profit,240408.00
profit_factor,1.2889
max_dd_pct,7.1988
equity_dd_pct,7.9831
equity_dd_abs,60023.00
total_trades,1679
win_trades,720
loss_trades,959
initial_deposit,500000.00
final_balance,740408.00
