key,value
net_profit,115847.00
profit_factor,1.2229
max_dd_pct,5.2998
equity_dd_pct,7.1776
equity_dd_abs,39628.00
total_trades,1345
win_trades,540
loss_trades,805
initial_deposit,500000.00
final_balance,615847.00
