key,value
net_profit,118290.00
profit_factor,1.2203
max_dd_pct,5.2676
equity_dd_pct,6.9636
equity_dd_abs,38606.00
total_trades,1371
win_trades,554
loss_trades,817
initial_deposit,500000.00
final_balance,618290.00
