proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n,uj2_net,uj2_n,gj2_net,gj2_n,sca1_net,sca1_n,sca2_net,sca2_n,pb_net,pb_n,description,parameter_json,elapsed,run_id,deals
X001,U0,IS,OK,3584410.0,2.453,29.864,11.948,2220,18563,328,73773,684,-1264,229,,,179790,242,123057,91,197827,63,SCA USDJPY 第2セッション: EA既定値の中心点,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",455.1,fx_is_X001_20260907073702_5d45,fx_is_X001_20260907073702_5d45_deals.csv
