proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n,uj2_net,uj2_n,gj2_net,gj2_n,sca1_net,sca1_n,sca2_net,sca2_n,pb_net,pb_n,description,parameter_json,elapsed,run_id,deals
X041,G1,IS,OK,169952.0,1.1711,17.0711,0.5665,1713,18563,328,73773,684,,,-46328,610,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 11-13時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 13, ""Sca6RangeStart"": 11, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X041_20260907090843_ad73,fx_is_X041_20260907090843_ad73_deals.csv
X042,G1,IS,OK,206763.0,1.2715,7.8767,0.6892,1312,18563,328,73773,684,,,-9517,209,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 12-13時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 13, ""Sca6RangeStart"": 12, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",134.1,fx_is_X042_20260907091042_50a5,fx_is_X042_20260907091042_50a5_deals.csv
X043,G1,IS,OK,117406.0,1.1186,17.9573,0.3914,1604,18563,328,73773,684,,,-98874,501,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 12-14時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 14, ""Sca6RangeStart"": 12, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.3,fx_is_X043_20260907091256_ef35,fx_is_X043_20260907091256_ef35_deals.csv
X044,G1,IS,OK,202258.0,1.2664,10.7687,0.6742,1276,18563,328,73773,684,,,-14022,173,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 13-14時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 14, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.3,fx_is_X044_20260907091500_fde0,fx_is_X044_20260907091500_fde0_deals.csv
X045,G1,IS,OK,179078.0,1.2308,14.8513,0.5969,1309,18563,328,73773,684,,,-37202,206,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 14-15時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 14, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",134.2,fx_is_X045_20260907091705_cdab,fx_is_X045_20260907091705_cdab_deals.csv
X046,G1,IS,OK,240982.0,1.264,11.0369,0.8033,1665,18563,328,73773,684,,,24702,562,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 14-16時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 16, ""Sca6RangeStart"": 14, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",134.3,fx_is_X046_20260907091919_e08d,fx_is_X046_20260907091919_e08d_deals.csv
X047,G1,IS,OK,205309.0,1.252,12.21,0.6844,1458,18563,328,73773,684,,,-10971,355,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 15-16時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 16, ""Sca6RangeStart"": 15, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.4,fx_is_X047_20260907092133_68f1,fx_is_X047_20260907092133_68f1_deals.csv
X048,G1,IS,OK,150691.0,1.1735,15.0937,0.5023,1671,18563,328,73773,684,,,-65589,568,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 15-17時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 17, ""Sca6RangeStart"": 15, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",129.3,fx_is_X048_20260907092338_1d2f,fx_is_X048_20260907092338_1d2f_deals.csv
X049,G1,IS,OK,187334.0,1.2378,11.1056,0.6244,1427,18563,328,73773,684,,,-28946,324,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 16-17時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 17, ""Sca6RangeStart"": 16, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.3,fx_is_X049_20260907092547_c341,fx_is_X049_20260907092547_c341_deals.csv
X050,G1,IS,OK,187319.0,1.2498,10.2119,0.6244,1508,18563,328,73773,684,,,-28961,405,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 16-18時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 18, ""Sca6RangeStart"": 16, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",129.3,fx_is_X050_20260907092751_3d6b,fx_is_X050_20260907092751_3d6b_deals.csv
X051,G1,IS,OK,203308.0,1.2797,10.5009,0.6777,1381,18563,328,73773,684,,,-12972,278,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 17-18時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 18, ""Sca6RangeStart"": 17, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.6,fx_is_X051_20260907093001_f8d7,fx_is_X051_20260907093001_f8d7_deals.csv
X052,G1,IS,OK,199865.0,1.2989,10.1849,0.6662,1315,18563,328,73773,684,,,-16415,212,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 17-19時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 19, ""Sca6RangeStart"": 17, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.1,fx_is_X052_20260907093205_4ae7,fx_is_X052_20260907093205_4ae7_deals.csv
X053,G2,IS,OK,122357.0,1.1501,15.6942,0.4079,1399,18563,328,73773,684,,,-93923,296,,,123944,91,,,SCA GBPJPY 第2セッション: 締切 17時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 17}",134.6,fx_is_X053_20260907093404_6aee,fx_is_X053_20260907093404_6aee_deals.csv
X054,G2,IS,OK,115550.0,1.1317,16.3604,0.3852,1488,18563,328,73773,684,,,-100730,385,,,123944,91,,,SCA GBPJPY 第2セッション: 締切 18時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 18}",129.4,fx_is_X054_20260907093619_105e,fx_is_X054_20260907093619_105e_deals.csv
X055,G2,IS,OK,118133.0,1.1306,17.0502,0.3938,1527,18563,328,73773,684,,,-98147,424,,,123944,91,,,SCA GBPJPY 第2セッション: 締切 19時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 19}",129.4,fx_is_X055_20260907093828_483f,fx_is_X055_20260907093828_483f_deals.csv
X056,G2,IS,OK,138388.0,1.1494,14.6191,0.4613,1568,18563,328,73773,684,,,-77892,465,,,123944,91,,,SCA GBPJPY 第2セッション: 締切 21時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 21}",129.6,fx_is_X056_20260907094038_86c3,fx_is_X056_20260907094038_86c3_deals.csv
X057,G2,IS,OK,136738.0,1.147,14.5606,0.4558,1581,18563,328,73773,684,,,-79542,478,,,123944,91,,,SCA GBPJPY 第2セッション: 締切 22時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 22}",129.5,fx_is_X057_20260907094247_05b0,fx_is_X057_20260907094247_05b0_deals.csv
X058,G3,IS,OK,109978.0,1.121,16.6285,0.3666,1547,18563,328,73773,684,,,-106302,444,,,123944,91,,,SCA GBPJPY 第2セッション: RR 1.3,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 1.3, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",129.4,fx_is_X058_20260907094457_3309,fx_is_X058_20260907094457_3309_deals.csv
X059,G3,IS,OK,117931.0,1.1297,16.1598,0.3931,1547,18563,328,73773,684,,,-98349,444,,,123944,91,,,SCA GBPJPY 第2セッション: RR 1.5,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 1.5, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.4,fx_is_X059_20260907094706_aafd,fx_is_X059_20260907094706_aafd_deals.csv
X060,G3,IS,OK,126490.0,1.1391,15.4599,0.4216,1547,18563,328,73773,684,,,-89790,444,,,123944,91,,,SCA GBPJPY 第2セッション: RR 1.7,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 1.7, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",134.8,fx_is_X060_20260907094911_d1de,fx_is_X060_20260907094911_d1de_deals.csv
X061,G3,IS,OK,120966.0,1.133,15.4668,0.4032,1547,18563,328,73773,684,,,-95314,444,,,123944,91,,,SCA GBPJPY 第2セッション: RR 2.4,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.4, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",129.3,fx_is_X061_20260907095125_21f6,fx_is_X061_20260907095125_21f6_deals.csv
X062,G3,IS,OK,126325.0,1.1389,15.0029,0.4211,1547,18563,328,73773,684,,,-89955,444,,,123944,91,,,SCA GBPJPY 第2セッション: RR 3.0,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 3.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.1,fx_is_X062_20260907095335_b716,fx_is_X062_20260907095335_b716_deals.csv
X063,G4,IS,OK,75355.0,1.06,15.64,0.2512,2131,18563,328,73773,684,,,-140925,1028,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ幅 0.2-0.8,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 0.8, ""Sca6MinRange"": 0.2, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.1,fx_is_X063_20260907095539_139b,fx_is_X063_20260907095539_139b_deals.csv
X064,G4,IS,OK,75092.0,1.0592,16.1049,0.2503,2149,18563,328,73773,684,,,-141188,1046,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ幅 0.2-1.4,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.4, ""Sca6MinRange"": 0.2, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",124.2,fx_is_X064_20260907095738_524d,fx_is_X064_20260907095738_524d_deals.csv
X065,G4,IS,OK,172307.0,1.2376,11.5759,0.5744,1273,18563,328,73773,684,,,-43973,170,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ幅 0.4-0.8,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 0.8, ""Sca6MinRange"": 0.4, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.3,fx_is_X065_20260907095942_8581,fx_is_X065_20260907095942_8581_deals.csv
X066,G4,IS,OK,172044.0,1.2338,11.9192,0.5735,1291,18563,328,73773,684,,,-44236,188,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ幅 0.4-1.4,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.4, ""Sca6MinRange"": 0.4, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X066_20260907100141_68a7,fx_is_X066_20260907100141_68a7_deals.csv
X067,G4,IS,OK,202871.0,1.3059,9.9207,0.6762,1195,18563,328,73773,684,,,-13409,92,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ幅 0.5-1.4,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.4, ""Sca6MinRange"": 0.5, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X067_20260907100340_04c4,fx_is_X067_20260907100340_04c4_deals.csv
X068,G5,IS,OK,117643.0,1.1334,16.6693,0.3921,1482,18563,328,73773,684,,,-98637,379,,,123944,91,,,SCA GBPJPY 第2セッション: バッファ 0.05,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.05, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X068_20260907100539_4c2c,fx_is_X068_20260907100539_4c2c_deals.csv
X069,G5,IS,OK,159912.0,1.21,11.9064,0.533,1312,18563,328,73773,684,,,-56368,209,,,123944,91,,,SCA GBPJPY 第2セッション: バッファ 0.2,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.2, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X069_20260907100738_031d,fx_is_X069_20260907100738_031d_deals.csv
X070,G5,IS,OK,191519.0,1.2624,11.5683,0.6384,1547,18563,328,73773,684,,,-24761,444,,,123944,91,,,SCA GBPJPY 第2セッション: Boost 1.0,"{""Sca6BoostMult"": 1.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.1,fx_is_X070_20260907100937_7f9f,fx_is_X070_20260907100937_7f9f_deals.csv
X071,G5,IS,OK,168688.0,1.2104,12.921,0.5623,1547,18563,328,73773,684,,,-47592,444,,,123944,91,,,SCA GBPJPY 第2セッション: Boost 3.0,"{""Sca6BoostMult"": 3.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.1,fx_is_X071_20260907101136_ce4e,fx_is_X071_20260907101136_ce4e_deals.csv
X001,U0,OOS,OK,46679.0,1.0983,8.4528,0.1697,1213,-2224,266,42219,621,-14293,232,,,,,20977,94,,,SCA USDJPY 第2セッション: EA既定値の中心点,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X001_20260907101336_39d4,fx_oos_X001_20260907101336_39d4_deals.csv
X002,U1,OOS,OK,44038.0,1.0933,8.2053,0.1601,1173,-2224,266,42219,621,-16588,192,,,,,20631,94,,,SCA USDJPY 第2セッション: レンジ 10-11時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 11, ""Sca5RangeStart"": 10, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X002_20260907101515_623b,fx_oos_X002_20260907101515_623b_deals.csv
X003,U1,OOS,OK,38017.0,1.0751,8.6506,0.1382,1377,-2224,266,42219,621,-22664,396,,,,,20686,94,,,SCA USDJPY 第2セッション: レンジ 10-12時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 12, ""Sca5RangeStart"": 10, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X003_20260907101654_cf2a,fx_oos_X003_20260907101654_cf2a_deals.csv
X004,U1,OOS,OK,49024.0,1.1067,8.4732,0.1783,1127,-2224,266,42219,621,-11445,146,,,,,20474,94,,,SCA USDJPY 第2セッション: レンジ 11-12時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 12, ""Sca5RangeStart"": 11, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X004_20260907101833_f430,fx_oos_X004_20260907101833_f430_deals.csv
X005,U1,OOS,OK,50457.0,1.1052,7.7489,0.1835,1246,-2224,266,42219,621,-10373,265,,,,,20835,94,,,SCA USDJPY 第2セッション: レンジ 11-13時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 13, ""Sca5RangeStart"": 11, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X005_20260907102012_878f,fx_oos_X005_20260907102012_878f_deals.csv
X006,U1,OOS,OK,57768.0,1.1292,7.3605,0.2101,1044,-2224,266,42219,621,-2853,63,,,,,20626,94,,,SCA USDJPY 第2セッション: レンジ 12-13時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 13, ""Sca5RangeStart"": 12, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",94.0,fx_oos_X006_20260907102151_ab32,fx_oos_X006_20260907102151_ab32_deals.csv
X007,U1,OOS,OK,53546.0,1.1139,8.0617,0.1947,1176,-2224,266,42219,621,-7189,195,,,,,20740,94,,,SCA USDJPY 第2セッション: レンジ 12-14時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 14, ""Sca5RangeStart"": 12, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",99.0,fx_oos_X007_20260907102324_0ea8,fx_oos_X007_20260907102324_0ea8_deals.csv
X008,U1,OOS,OK,56189.0,1.1266,8.0502,0.2043,1041,-2224,266,42219,621,-4704,60,,,,,20898,94,,,SCA USDJPY 第2セッション: レンジ 13-14時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 14, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",98.9,fx_oos_X008_20260907102504_a1ed,fx_oos_X008_20260907102504_a1ed_deals.csv
