proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,sca_uj_net,sca_uj_n,sca_gj_net,sca_gj_n,uj2_net,uj2_n,gj2_net,gj2_n,sca1_net,sca1_n,sca2_net,sca2_n,pb_net,pb_n,description,parameter_json,elapsed,run_id,deals
X001,U0,IS,OK,210311.0,1.3127,10.1511,0.701,1332,18563,328,73773,684,-4830,229,,,,,122805,91,,,SCA USDJPY 第2セッション: EA既定値の中心点,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",129.3,fx_is_X001_20260907074544_d45b,fx_is_X001_20260907074544_d45b_deals.csv
X002,U1,IS,OK,238724.0,1.358,9.4498,0.7957,1333,18563,328,73773,684,22703,230,,,,,123685,91,,,SCA USDJPY 第2セッション: レンジ 10-11時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 11, ""Sca5RangeStart"": 10, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",129.5,fx_is_X002_20260907074753_50ee,fx_is_X002_20260907074753_50ee_deals.csv
X003,U1,IS,OK,207835.0,1.2879,11.609,0.6928,1543,18563,328,73773,684,-8026,440,,,,,123525,91,,,SCA USDJPY 第2セッション: レンジ 10-12時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 12, ""Sca5RangeStart"": 10, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.3,fx_is_X003_20260907075003_b831,fx_is_X003_20260907075003_b831_deals.csv
X004,U1,IS,OK,207120.0,1.3145,10.1923,0.6904,1253,18563,328,73773,684,-8852,150,,,,,123636,91,,,SCA USDJPY 第2セッション: レンジ 11-12時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 12, ""Sca5RangeStart"": 11, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",129.4,fx_is_X004_20260907075207_3bcf,fx_is_X004_20260907075207_3bcf_deals.csv
X005,U1,IS,OK,208839.0,1.3061,11.0145,0.6961,1372,18563,328,73773,684,-6755,269,,,,,123258,91,,,SCA USDJPY 第2セッション: レンジ 11-13時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 13, ""Sca5RangeStart"": 11, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",134.2,fx_is_X005_20260907075416_1233,fx_is_X005_20260907075416_1233_deals.csv
X006,U1,IS,OK,216124.0,1.3401,9.8928,0.7204,1180,18563,328,73773,684,1068,77,,,,,122720,91,,,SCA USDJPY 第2セッション: レンジ 12-13時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 13, ""Sca5RangeStart"": 12, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",134.5,fx_is_X006_20260907075631_108f,fx_is_X006_20260907075631_108f_deals.csv
X007,U1,IS,OK,212099.0,1.3188,9.9143,0.707,1299,18563,328,73773,684,-3212,196,,,,,122975,91,,,SCA USDJPY 第2セッション: レンジ 12-14時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 14, ""Sca5RangeStart"": 12, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",171.6,fx_is_X007_20260907075845_cc36,fx_is_X007_20260907075845_cc36_deals.csv
X008,U1,IS,OK,218197.0,1.3432,9.3637,0.7273,1168,18563,328,73773,684,2271,65,,,,,123590,91,,,SCA USDJPY 第2セッション: レンジ 13-14時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 14, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.2,fx_is_X008_20260907080137_7017,fx_is_X008_20260907080137_7017_deals.csv
X009,U1,IS,OK,211706.0,1.3293,10.0436,0.7057,1208,18563,328,73773,684,-3345,105,,,,,122715,91,,,SCA USDJPY 第2セッション: レンジ 14-15時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 14, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.2,fx_is_X009_20260907080341_b503,fx_is_X009_20260907080341_b503_deals.csv
X010,U1,IS,OK,210243.0,1.3065,10.444,0.7008,1474,18563,328,73773,684,-5579,371,,,,,123486,91,,,SCA USDJPY 第2セッション: レンジ 14-16時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 16, ""Sca5RangeStart"": 14, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.4,fx_is_X010_20260907080545_bbe2,fx_is_X010_20260907080545_bbe2_deals.csv
X011,U1,IS,OK,218826.0,1.3265,9.5458,0.7294,1391,18563,328,73773,684,3684,288,,,,,122806,91,,,SCA USDJPY 第2セッション: レンジ 15-16時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 16, ""Sca5RangeStart"": 15, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.2,fx_is_X011_20260907080750_9128,fx_is_X011_20260907080750_9128_deals.csv
X012,U1,IS,OK,213408.0,1.3209,9.9597,0.7114,1416,18563,328,73773,684,-2324,313,,,,,123396,91,,,SCA USDJPY 第2セッション: レンジ 15-17時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 17, ""Sca5RangeStart"": 15, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.0,fx_is_X012_20260907080954_b612,fx_is_X012_20260907080954_b612_deals.csv
X013,U1,IS,OK,211430.0,1.3249,10.6452,0.7048,1288,18563,328,73773,684,-3822,185,,,,,122916,91,,,SCA USDJPY 第2セッション: レンジ 16-17時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 17, ""Sca5RangeStart"": 16, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.1,fx_is_X013_20260907081158_dbc3,fx_is_X013_20260907081158_dbc3_deals.csv
X014,U1,IS,OK,204896.0,1.3186,10.5714,0.683,1288,18563,328,73773,684,-10132,185,,,,,122692,91,,,SCA USDJPY 第2セッション: レンジ 16-18時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 18, ""Sca5RangeStart"": 16, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.2,fx_is_X014_20260907081357_694c,fx_is_X014_20260907081357_694c_deals.csv
X015,U1,IS,OK,210635.0,1.332,9.7314,0.7021,1232,18563,328,73773,684,-4347,129,,,,,122646,91,,,SCA USDJPY 第2セッション: レンジ 17-18時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 18, ""Sca5RangeStart"": 17, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.4,fx_is_X015_20260907081601_2b2e,fx_is_X015_20260907081601_2b2e_deals.csv
X016,U1,IS,OK,213547.0,1.3427,9.4238,0.7118,1149,18563,328,73773,684,-1591,46,,,,,122802,91,,,SCA USDJPY 第2セッション: レンジ 17-19時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 19, ""Sca5RangeStart"": 17, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.2,fx_is_X016_20260907081805_6d61,fx_is_X016_20260907081805_6d61_deals.csv
X017,U2,IS,OK,205178.0,1.3134,10.4866,0.6839,1234,18563,328,73773,684,-10968,131,,,,,123810,91,,,SCA USDJPY 第2セッション: 締切 17時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 17}",129.4,fx_is_X017_20260907082010_afc3,fx_is_X017_20260907082010_afc3_deals.csv
X018,U2,IS,OK,216025.0,1.3257,9.4513,0.7201,1292,18563,328,73773,684,833,189,,,,,122856,91,,,SCA USDJPY 第2セッション: 締切 18時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 18}",134.4,fx_is_X018_20260907082219_b22d,fx_is_X018_20260907082219_b22d_deals.csv
X019,U2,IS,OK,213700.0,1.3195,9.8165,0.7123,1321,18563,328,73773,684,-1442,218,,,,,122806,91,,,SCA USDJPY 第2セッション: 締切 19時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 19}",124.3,fx_is_X019_20260907082433_7c7f,fx_is_X019_20260907082433_7c7f_deals.csv
X020,U2,IS,OK,213588.0,1.3168,9.887,0.712,1347,18563,328,73773,684,-1575,244,,,,,122827,91,,,SCA USDJPY 第2セッション: 締切 21時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 21}",124.0,fx_is_X020_20260907082638_b323,fx_is_X020_20260907082638_b323_deals.csv
X021,U2,IS,OK,213292.0,1.3161,9.8853,0.711,1355,18563,328,73773,684,-1873,252,,,,,122829,91,,,SCA USDJPY 第2セッション: 締切 22時,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 22}",119.1,fx_is_X021_20260907082842_1ee5,fx_is_X021_20260907082842_1ee5_deals.csv
X022,U3,IS,OK,207323.0,1.3082,10.5261,0.6911,1332,18563,328,73773,684,-7796,229,,,,,122783,91,,,SCA USDJPY 第2セッション: RR 1.3,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 1.3, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.1,fx_is_X022_20260907083041_d7f5,fx_is_X022_20260907083041_d7f5_deals.csv
X023,U3,IS,OK,207683.0,1.3088,10.3881,0.6923,1332,18563,328,73773,684,-7450,229,,,,,122797,91,,,SCA USDJPY 第2セッション: RR 1.5,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 1.5, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",129.0,fx_is_X023_20260907083245_fc9a,fx_is_X023_20260907083245_fc9a_deals.csv
X024,U3,IS,OK,209127.0,1.3109,10.2967,0.6971,1332,18563,328,73773,684,-6009,229,,,,,122800,91,,,SCA USDJPY 第2セッション: RR 1.7,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 1.7, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X024_20260907083454_2414,fx_is_X024_20260907083454_2414_deals.csv
X025,U3,IS,OK,211119.0,1.3139,10.0948,0.7037,1332,18563,328,73773,684,-4029,229,,,,,122812,91,,,SCA USDJPY 第2セッション: RR 2.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.4, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.2,fx_is_X025_20260907083653_35ba,fx_is_X025_20260907083653_35ba_deals.csv
X026,U3,IS,OK,212854.0,1.3165,9.9211,0.7095,1332,18563,328,73773,684,-2292,229,,,,,122810,91,,,SCA USDJPY 第2セッション: RR 3.0,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 3.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.1,fx_is_X026_20260907083852_733d,fx_is_X026_20260907083852_733d_deals.csv
X027,U4,IS,OK,211885.0,1.2856,11.112,0.7063,1667,18563,328,73773,684,-3901,564,,,,,123450,91,,,SCA USDJPY 第2セッション: レンジ幅 0.2-0.8,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 0.8, ""Sca5MinRange"": 0.2, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.2,fx_is_X027_20260907084051_f022,fx_is_X027_20260907084051_f022_deals.csv
X028,U4,IS,OK,204440.0,1.2727,11.8682,0.6815,1675,18563,328,73773,684,-11315,572,,,,,123419,91,,,SCA USDJPY 第2セッション: レンジ幅 0.2-1.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.4, ""Sca5MinRange"": 0.2, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",124.1,fx_is_X028_20260907084251_91be,fx_is_X028_20260907084251_91be_deals.csv
X029,U4,IS,OK,227646.0,1.3605,8.4144,0.7588,1184,18563,328,73773,684,12471,81,,,,,122839,91,,,SCA USDJPY 第2セッション: レンジ幅 0.4-0.8,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 0.8, ""Sca5MinRange"": 0.4, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.1,fx_is_X029_20260907084455_da67,fx_is_X029_20260907084455_da67_deals.csv
X030,U4,IS,OK,220159.0,1.3443,9.1626,0.7339,1192,18563,328,73773,684,5057,89,,,,,122766,91,,,SCA USDJPY 第2セッション: レンジ幅 0.4-1.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.4, ""Sca5MinRange"": 0.4, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X030_20260907084654_dad8,fx_is_X030_20260907084654_dad8_deals.csv
X031,U4,IS,OK,212102.0,1.3365,10.0473,0.707,1136,18563,328,73773,684,-3784,33,,,,,123550,91,,,SCA USDJPY 第2セッション: レンジ幅 0.5-1.4,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.4, ""Sca5MinRange"": 0.5, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X031_20260907084853_dafd,fx_is_X031_20260907084853_dafd_deals.csv
X032,U5,IS,OK,214897.0,1.3125,10.2862,0.7163,1415,18563,328,73773,684,-55,312,,,,,122616,91,,,SCA USDJPY 第2セッション: バッファ 0.0,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.0, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X032_20260907085052_e5b2,fx_is_X032_20260907085052_e5b2_deals.csv
X033,U5,IS,OK,212480.0,1.3127,10.1585,0.7083,1374,18563,328,73773,684,-2629,271,,,,,122773,91,,,SCA USDJPY 第2セッション: バッファ 0.05,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.05, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.1,fx_is_X033_20260907085251_8376,fx_is_X033_20260907085251_8376_deals.csv
X034,U5,IS,OK,223232.0,1.3452,8.777,0.7441,1261,18563,328,73773,684,8133,158,,,,,122763,91,,,SCA USDJPY 第2セッション: バッファ 0.2,"{""Sca5BoostMult"": 2.0, ""Sca5Buffer"": 0.2, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X034_20260907085450_9352,fx_is_X034_20260907085450_9352_deals.csv
X035,U5,IS,OK,212105.0,1.322,9.6666,0.707,1332,18563,328,73773,684,-3036,229,,,,,122805,91,,,SCA USDJPY 第2セッション: Boost 1.0,"{""Sca5BoostMult"": 1.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X035_20260907085649_4740,fx_is_X035_20260907085649_4740_deals.csv
X036,U5,IS,OK,208516.0,1.3038,10.6327,0.6951,1332,18563,328,73773,684,-6625,229,,,,,122805,91,,,SCA USDJPY 第2セッション: Boost 3.0,"{""Sca5BoostMult"": 3.0, ""Sca5Buffer"": 0.1, ""Sca5Enable"": true, ""Sca5ForceClose"": 23, ""Sca5Lot"": 0.01, ""Sca5MaxRange"": 1.0, ""Sca5MinRange"": 0.3, ""Sca5RR"": 2.0, ""Sca5RangeEnd"": 15, ""Sca5RangeStart"": 13, ""Sca5RevBoost"": true, ""Sca5SkipFriday"": false, ""Sca5TradeEnd"": 20}",119.0,fx_is_X036_20260907085848_b80e,fx_is_X036_20260907085848_b80e_deals.csv
X037,G0,IS,OK,134445.0,1.1479,15.0083,0.4481,1547,18563,328,73773,684,,,-81835,444,,,123944,91,,,SCA GBPJPY 第2セッション: EA既定値の中心点,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 15, ""Sca6RangeStart"": 13, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X037_20260907090047_2b41,fx_is_X037_20260907090047_2b41_deals.csv
X038,G1,IS,OK,84395.0,1.0809,25.4329,0.2813,1627,18563,328,73773,684,,,-131885,524,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 10-11時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 11, ""Sca6RangeStart"": 10, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.0,fx_is_X038_20260907090246_f3a6,fx_is_X038_20260907090246_f3a6_deals.csv
X039,G1,IS,OK,105022.0,1.0887,20.0263,0.3501,1947,18563,328,73773,684,,,-111258,844,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 10-12時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 12, ""Sca6RangeStart"": 10, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.1,fx_is_X039_20260907090445_6a1c,fx_is_X039_20260907090445_6a1c_deals.csv
X040,G1,IS,OK,208838.0,1.2461,13.5508,0.6961,1450,18563,328,73773,684,,,-7442,347,,,123944,91,,,SCA GBPJPY 第2セッション: レンジ 11-12時,"{""Sca6BoostMult"": 6.0, ""Sca6Buffer"": 0.0, ""Sca6Enable"": true, ""Sca6ForceClose"": 23, ""Sca6Lot"": 0.01, ""Sca6MaxRange"": 1.0, ""Sca6MinRange"": 0.3, ""Sca6RR"": 2.0, ""Sca6RangeEnd"": 12, ""Sca6RangeStart"": 11, ""Sca6RevBoost"": true, ""Sca6SkipFriday"": false, ""Sca6TradeEnd"": 20}",119.1,fx_is_X040_20260907090644_6553,fx_is_X040_20260907090644_6553_deals.csv
