id,family,priority,base,symbol,overrides,model,is_net,is_pf,is_dd,is_n,oos_net,oos_pf,oos_dd,oos_n,verdict,strict,note
R3F10_boost6_mode1_sl0.6,R3F10,6,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'SL_Mode': 1, 'SL_ATRd_Mult': 0.6}",every_tick,90068.0,1.2269,22.7476,684,36441.0,1.0889,27.1156,658,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p0_MaxRange_ATRd-0p75,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'MaxRange_ATRd': 0.75}",every_tick,40617.0,1.132,33.0378,622,27646.0,1.1001,20.7596,628,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p0_MaxRange_ATRd-1p0,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'MaxRange_ATRd': 1.0}",every_tick,50609.0,1.152,26.4547,684,35775.0,1.1243,19.3223,658,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p0_MaxRange_ATRd-1p25,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'MaxRange_ATRd': 1.25}",every_tick,43800.0,1.1243,25.8428,705,40429.0,1.1394,16.6918,669,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p0_MaxRange_ATRd-1p5,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'MaxRange_ATRd': 1.5}",every_tick,42083.0,1.1183,26.7317,713,39863.0,1.1367,16.0348,673,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p5_MaxRange_ATRd-0p75,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'MaxRange_ATRd': 0.75}",every_tick,40617.0,1.132,33.0378,622,27646.0,1.1001,20.7596,628,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p5_MaxRange_ATRd-1p0,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'MaxRange_ATRd': 1.0}",every_tick,50609.0,1.152,26.4547,684,35775.0,1.1243,19.3223,658,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p5_MaxRange_ATRd-1p25,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'MaxRange_ATRd': 1.25}",every_tick,43800.0,1.1243,25.8428,705,40429.0,1.1394,16.6918,669,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-4p5_MaxRange_ATRd-1p5,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'MaxRange_ATRd': 1.5}",every_tick,42083.0,1.1183,26.7317,713,39863.0,1.1367,16.0348,673,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-5p0_MaxRange_ATRd-0p75,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'MaxRange_ATRd': 0.75}",every_tick,50333.0,1.1439,35.5653,622,38079.0,1.1216,23.3728,628,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-5p0_MaxRange_ATRd-1p0,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'MaxRange_ATRd': 1.0}",every_tick,62191.0,1.1649,28.4183,684,48099.0,1.1479,21.2268,658,PASS,TRADEOFF,"IS/OOS net+PF improve, but DD worsens in at least one window"
R3F11_Boost_Mult-5p0_MaxRange_ATRd-1p25,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'MaxRange_ATRd': 1.25}",every_tick,54911.0,1.1379,28.3667,705,52753.0,1.1611,18.7281,669,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-5p0_MaxRange_ATRd-1p5,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'MaxRange_ATRd': 1.5}",every_tick,53194.0,1.1325,29.1614,713,52187.0,1.1586,18.1132,673,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-6p0_MaxRange_ATRd-0p75,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'MaxRange_ATRd': 0.75}",every_tick,60049.0,1.1532,37.6457,622,48512.0,1.1386,25.8021,628,PASS,TRADEOFF,"IS/OOS net+PF improve, but DD worsens in at least one window"
R3F11_Boost_Mult-6p0_MaxRange_ATRd-1p0,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'MaxRange_ATRd': 1.0}",every_tick,73773.0,1.1751,30.0282,684,60423.0,1.1666,22.9548,658,PASS,TRADEOFF,"IS/OOS net+PF improve, but DD worsens in at least one window"
R3F11_Boost_Mult-6p0_MaxRange_ATRd-1p25,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'MaxRange_ATRd': 1.25}",every_tick,66022.0,1.1486,30.4059,705,65077.0,1.1784,20.5753,669,PASS,NO_IMPROVEMENT,
R3F11_Boost_Mult-6p0_MaxRange_ATRd-1p5,R3F11,7,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'MaxRange_ATRd': 1.5}",every_tick,64305.0,1.1437,31.1244,713,64511.0,1.176,19.9976,673,PASS,NO_IMPROVEMENT,
R3F07_ext72.5_sl40_tp90,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 70.0, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 30.0, 'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",open_prices,7904.0,1.3529,3.293,65,14013.0,1.8952,3.1344,69,PASS,NO_IMPROVEMENT,
R3F07_ext72.5_sl50_tp110,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 70.0, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 30.0, 'StopLoss_Pips': 50, 'TakeProfit_Pips': 110}",open_prices,13389.0,1.508,3.5225,65,18922.0,2.0279,2.676,68,PASS,NO_IMPROVEMENT,
R3F07_ext72.5_sl60_tp130,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 70.0, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 30.0, 'StopLoss_Pips': 60, 'TakeProfit_Pips': 130}",open_prices,20504.0,1.7299,3.7886,64,14265.0,1.5904,4.6087,67,PASS,NO_IMPROVEMENT,
R3F07_ext72.5_sl70_tp150,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 72.5, 'RSI_Overbought': 70.0, 'RSI_OversoldExtreme': 27.5, 'RSI_Oversold': 30.0, 'StopLoss_Pips': 70, 'TakeProfit_Pips': 150}",open_prices,24571.0,1.7783,4.0052,64,4292.0,1.1343,8.3366,67,PASS,NO_IMPROVEMENT,
R3F07_ext75_sl40_tp90,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 75.0, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 25.0, 'RSI_Oversold': 27.5, 'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",open_prices,7924.0,1.3538,3.273,65,14454.0,1.9501,3.1225,68,PASS,NO_IMPROVEMENT,
R3F07_ext75_sl50_tp110,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 75.0, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 25.0, 'RSI_Oversold': 27.5, 'StopLoss_Pips': 50, 'TakeProfit_Pips': 110}",open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,PASS,NO_IMPROVEMENT,
R3F07_ext75_sl60_tp130,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 75.0, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 25.0, 'RSI_Oversold': 27.5, 'StopLoss_Pips': 60, 'TakeProfit_Pips': 130}",open_prices,20518.0,1.7304,3.7881,64,14265.0,1.5904,4.6087,67,PASS,NO_IMPROVEMENT,
R3F07_ext75_sl70_tp150,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 75.0, 'RSI_Overbought': 72.5, 'RSI_OversoldExtreme': 25.0, 'RSI_Oversold': 27.5, 'StopLoss_Pips': 70, 'TakeProfit_Pips': 150}",open_prices,24585.0,1.7787,4.0047,64,4292.0,1.1343,8.3366,67,PASS,NO_IMPROVEMENT,
R3F07_ext77.5_sl40_tp90,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 75.0, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 25.0, 'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",open_prices,7924.0,1.3538,3.273,65,14454.0,1.9501,3.1225,68,PASS,NO_IMPROVEMENT,
R3F07_ext77.5_sl50_tp110,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 75.0, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 25.0, 'StopLoss_Pips': 50, 'TakeProfit_Pips': 110}",open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,PASS,NO_IMPROVEMENT,
R3F07_ext77.5_sl60_tp130,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 75.0, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 25.0, 'StopLoss_Pips': 60, 'TakeProfit_Pips': 130}",open_prices,20518.0,1.7304,3.7881,64,14265.0,1.5904,4.6087,67,PASS,NO_IMPROVEMENT,
R3F07_ext77.5_sl70_tp150,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 77.5, 'RSI_Overbought': 75.0, 'RSI_OversoldExtreme': 22.5, 'RSI_Oversold': 25.0, 'StopLoss_Pips': 70, 'TakeProfit_Pips': 150}",open_prices,24585.0,1.7787,4.0047,64,4292.0,1.1343,8.3366,67,PASS,NO_IMPROVEMENT,
R3F07_ext80_sl40_tp90,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5, 'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",open_prices,7924.0,1.3538,3.273,65,14454.0,1.9501,3.1225,68,PASS,NO_IMPROVEMENT,
R3F07_ext80_sl50_tp110,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5, 'StopLoss_Pips': 50, 'TakeProfit_Pips': 110}",open_prices,13398.0,1.5083,3.5222,65,18922.0,2.0279,2.676,68,PASS,NO_IMPROVEMENT,
R3F07_ext80_sl60_tp130,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5, 'StopLoss_Pips': 60, 'TakeProfit_Pips': 130}",open_prices,20518.0,1.7304,3.7881,64,14265.0,1.5904,4.6087,67,PASS,NO_IMPROVEMENT,
R3F07_ext80_sl70_tp150,R3F07,8,configs/rsi_robust_gbpusd_h4.yaml,GBPUSD,"{'RSI_OverboughtExtreme': 80.0, 'RSI_Overbought': 77.5, 'RSI_OversoldExtreme': 20.0, 'RSI_Oversold': 22.5, 'StopLoss_Pips': 70, 'TakeProfit_Pips': 150}",open_prices,24585.0,1.7787,4.0047,64,4292.0,1.1343,8.3366,67,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p0_Break_Buffer_ATRd-0p0,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'Break_Buffer_ATRd': 0.0}",every_tick,50609.0,1.152,26.4547,684,35775.0,1.1243,19.3223,658,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p0_Break_Buffer_ATRd-0p01,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'Break_Buffer_ATRd': 0.01}",every_tick,30335.0,1.0949,28.9403,661,26783.0,1.0954,22.0687,634,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p0_Break_Buffer_ATRd-0p02,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'Break_Buffer_ATRd': 0.02}",every_tick,32972.0,1.1097,22.9776,632,25816.0,1.0965,19.6444,602,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p0_Break_Buffer_ATRd-0p04,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.0, 'Break_Buffer_ATRd': 0.04}",every_tick,26478.0,1.0928,26.0137,585,6018.0,1.024,22.0829,542,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p5_Break_Buffer_ATRd-0p0,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'Break_Buffer_ATRd': 0.0}",every_tick,50609.0,1.152,26.4547,684,35775.0,1.1243,19.3223,658,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p5_Break_Buffer_ATRd-0p01,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'Break_Buffer_ATRd': 0.01}",every_tick,30335.0,1.0949,28.9403,661,26783.0,1.0954,22.0687,634,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p5_Break_Buffer_ATRd-0p02,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'Break_Buffer_ATRd': 0.02}",every_tick,32972.0,1.1097,22.9776,632,25816.0,1.0965,19.6444,602,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-4p5_Break_Buffer_ATRd-0p04,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 4.5, 'Break_Buffer_ATRd': 0.04}",every_tick,26478.0,1.0928,26.0137,585,6018.0,1.024,22.0829,542,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-5p0_Break_Buffer_ATRd-0p0,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'Break_Buffer_ATRd': 0.0}",every_tick,62191.0,1.1649,28.4183,684,48099.0,1.1479,21.2268,658,PASS,TRADEOFF,"IS/OOS net+PF improve, but DD worsens in at least one window"
R3F12_Boost_Mult-5p0_Break_Buffer_ATRd-0p01,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'Break_Buffer_ATRd': 0.01}",every_tick,37006.0,1.1023,31.6837,661,37238.0,1.1175,24.2643,634,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-5p0_Break_Buffer_ATRd-0p02,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'Break_Buffer_ATRd': 0.02}",every_tick,38446.0,1.1129,26.0913,632,35804.0,1.1184,21.4595,602,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-5p0_Break_Buffer_ATRd-0p04,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 5.0, 'Break_Buffer_ATRd': 0.04}",every_tick,31591.0,1.0976,29.2785,585,12029.0,1.0424,24.2675,542,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-6p0_Break_Buffer_ATRd-0p0,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'Break_Buffer_ATRd': 0.0}",every_tick,73773.0,1.1751,30.0282,684,60423.0,1.1666,22.9548,658,PASS,TRADEOFF,"IS/OOS net+PF improve, but DD worsens in at least one window"
R3F12_Boost_Mult-6p0_Break_Buffer_ATRd-0p01,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'Break_Buffer_ATRd': 0.01}",every_tick,43677.0,1.1081,34.0141,661,47693.0,1.135,26.2444,634,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-6p0_Break_Buffer_ATRd-0p02,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'Break_Buffer_ATRd': 0.02}",every_tick,43920.0,1.1154,28.7992,632,45792.0,1.1359,23.1283,602,PASS,NO_IMPROVEMENT,
R3F12_Boost_Mult-6p0_Break_Buffer_ATRd-0p04,R3F12,9,configs/sca_gbpjpy_m15.yaml,GBPJPY,"{'Boost_Mult': 6.0, 'Break_Buffer_ATRd': 0.04}",every_tick,36704.0,1.1013,32.0345,585,18040.0,1.057,26.2788,542,PASS,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-0p75_Trail_Mult_ATR-2p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 0.75, 'Trail_Mult_ATR': 2.0}",open_prices,18922.0,2.3535,4.2472,23,-17308.0,0.5184,20.7361,47,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-0p75_Trail_Mult_ATR-2p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 0.75, 'Trail_Mult_ATR': 2.5}",open_prices,17831.0,2.1102,4.6634,23,-14012.0,0.6237,22.5659,43,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-0p75_Trail_Mult_ATR-3p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 0.75, 'Trail_Mult_ATR': 3.0}",open_prices,29677.0,3.763,3.2031,19,-6889.0,0.8157,22.4707,40,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-0p75_Trail_Mult_ATR-3p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 0.75, 'Trail_Mult_ATR': 3.5}",open_prices,25182.0,2.8024,5.9522,20,-7554.0,0.7924,22.5592,39,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p0_Trail_Mult_ATR-2p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.0, 'Trail_Mult_ATR': 2.0}",open_prices,19752.0,2.4663,4.2472,22,-15758.0,0.5679,19.8235,46,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p0_Trail_Mult_ATR-2p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.0, 'Trail_Mult_ATR': 2.5}",open_prices,21821.0,2.5456,4.6634,21,-13670.0,0.6384,22.9101,42,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p0_Trail_Mult_ATR-3p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.0, 'Trail_Mult_ATR': 3.0}",open_prices,31675.0,4.6003,3.2031,18,-7239.0,0.8163,22.1048,38,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p0_Trail_Mult_ATR-3p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.0, 'Trail_Mult_ATR': 3.5}",open_prices,28421.0,3.3629,5.9522,19,-8428.0,0.7826,22.5862,37,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p25_Trail_Mult_ATR-2p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.25, 'Trail_Mult_ATR': 2.0}",open_prices,19288.0,2.3847,4.2644,22,-17731.0,0.5237,21.7411,46,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p25_Trail_Mult_ATR-2p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.25, 'Trail_Mult_ATR': 2.5}",open_prices,22257.0,2.5765,4.6456,20,-13944.0,0.6338,23.1787,42,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p25_Trail_Mult_ATR-3p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.25, 'Trail_Mult_ATR': 3.0}",open_prices,32111.0,4.6498,3.1909,17,-8841.0,0.7802,24.1925,38,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p25_Trail_Mult_ATR-3p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.25, 'Trail_Mult_ATR': 3.5}",open_prices,28857.0,3.3992,5.9298,18,-10224.0,0.7441,24.8545,37,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p5_Trail_Mult_ATR-2p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.5, 'Trail_Mult_ATR': 2.0}",open_prices,19288.0,2.3847,4.2644,22,-18371.0,0.5242,21.7411,46,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p5_Trail_Mult_ATR-2p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.5, 'Trail_Mult_ATR': 2.5}",open_prices,22207.0,2.5691,4.6456,20,-13992.0,0.64,23.9553,41,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p5_Trail_Mult_ATR-3p0,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.5, 'Trail_Mult_ATR': 3.0}",open_prices,31695.0,4.4455,3.1909,17,-5547.0,0.8626,22.6896,37,reject,NO_IMPROVEMENT,
R3F05_UseBreakevenR-true_UseATRTrail-true_BE_Trigger_R-1p5_Trail_Mult_ATR-3p5,R3F05,10,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UseBreakevenR': True, 'UseATRTrail': True, 'BE_Trigger_R': 1.5, 'Trail_Mult_ATR': 3.5}",open_prices,28075.0,3.1942,5.9298,18,-7974.0,0.8012,24.1617,36,reject,NO_IMPROVEMENT,
R3F04_q0_m0_b0_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': False, 'RequireBullishCandle': False, 'UseHigherTFFilter': False}",open_prices,32185.0,2.4341,4.3519,23,21551.0,1.4976,9.5518,34,PASS,NO_IMPROVEMENT,
R3F04_q0_m0_b0_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': False, 'RequireBullishCandle': False, 'UseHigherTFFilter': True}",open_prices,32185.0,2.4341,4.3519,23,16116.0,1.3862,12.4472,32,PASS,NO_IMPROVEMENT,
R3F04_q0_m0_b1_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': False, 'RequireBullishCandle': True, 'UseHigherTFFilter': False}",open_prices,28457.0,2.1621,5.0889,23,21325.0,1.4785,11.1675,34,PASS,NO_IMPROVEMENT,
R3F04_q0_m0_b1_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': False, 'RequireBullishCandle': True, 'UseHigherTFFilter': True}",open_prices,28457.0,2.1621,5.0889,23,14167.0,1.3433,16.9193,32,PASS,NO_IMPROVEMENT,
R3F04_q0_m1_b0_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': True, 'RequireBullishCandle': False, 'UseHigherTFFilter': False}",open_prices,50039.0,3.2974,6.3495,18,18301.0,1.5297,10.205,29,PASS,NO_IMPROVEMENT,
R3F04_q0_m1_b0_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': True, 'RequireBullishCandle': False, 'UseHigherTFFilter': True}",open_prices,50039.0,3.2974,6.3495,18,13294.0,1.4083,17.155,28,PASS,NO_IMPROVEMENT,
R3F04_q0_m1_b1_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': True, 'RequireBullishCandle': True, 'UseHigherTFFilter': False}",open_prices,51719.0,3.573,6.3495,17,18301.0,1.5297,10.205,29,PASS,NO_IMPROVEMENT,
R3F04_q0_m1_b1_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': False, 'UseMomentumConfirm': True, 'RequireBullishCandle': True, 'UseHigherTFFilter': True}",open_prices,51719.0,3.573,6.3495,17,13294.0,1.4083,17.155,28,PASS,NO_IMPROVEMENT,
R3F04_q1_m0_b0_h0,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': False, 'RequireBullishCandle': False, 'UseHigherTFFilter': False}",open_prices,25027.0,2.1152,7.0716,22,18352.0,1.4689,8.247,33,PASS,NO_IMPROVEMENT,
R3F04_q1_m0_b0_h1,R3F04,11,configs/pullback_gbpjpy_h4.yaml,GBPJPY,"{'UsePullbackQuality': True, 'UseMomentumConfirm': False, 'RequireBullishCandle': False, 'UseHigherTFFilter': True}",open_prices,25027.0,2.1152,7.0716,22,7084.0,1.1965,16.317,31,PASS,NO_IMPROVEMENT,
