proposal_id,family,window,status,net,pf,dd_pct,monthly_pct,trades,pb_net,pb_n,sca1_net,sca1_n,sca2_net,sca2_n,pb2_net,pb2_n,sca3_net,sca3_n,description,parameter_json,elapsed,run_id
S3017,T2_trade_end,OOS,OK,114311.0,1.5031,3.0315,0.4157,483,20752,50,52540,245,20733,94,,,20286,94,第3レンジ9-11時・締切15h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 15}",68.6,s3_oos_S3017_20260905192104_e3a6
S3018,T2_trade_end,OOS,OK,120671.0,1.5043,2.6252,0.4388,515,20752,50,52540,245,20733,94,,,26646,126,第3レンジ9-11時・締切17h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 17}",68.6,s3_oos_S3018_20260905192213_5825
S3019,T2_trade_end,OOS,OK,112526.0,1.4458,2.7852,0.4092,534,20752,50,52540,245,20733,94,,,18501,145,第3レンジ9-11時・締切19h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 19}",68.6,s3_oos_S3019_20260905192322_1618
S3020,T2_trade_end,OOS,OK,112718.0,1.4387,2.7358,0.4099,547,20752,50,52540,245,20733,94,,,18693,158,第3レンジ9-11時・締切21h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 21}",68.6,s3_oos_S3020_20260905192430_4e76
S3021,T2_trade_end,OOS,OK,110966.0,1.429,2.7372,0.4035,550,20752,50,52540,245,20733,94,,,16941,161,第3レンジ9-11時・締切22h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 22}",68.6,s3_oos_S3021_20260905192539_005e
S3022,T3_force_close,OOS,OK,103898.0,1.4119,3.4631,0.3778,539,20752,50,52540,245,20733,94,,,9873,150,第3レンジ9-11時・強制決済20h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 20, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3022_20260905192647_69bc
S3023,T3_force_close,OOS,OK,106578.0,1.4237,3.5876,0.3876,539,20752,50,52540,245,20733,94,,,12553,150,第3レンジ9-11時・強制決済21h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 21, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3023_20260905192756_702c
S3024,T3_force_close,OOS,OK,106989.0,1.4235,3.6008,0.3891,539,20752,50,52540,245,20733,94,,,12964,150,第3レンジ9-11時・強制決済22h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 22, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3024_20260905192905_f191
S3025,T3_force_close,OOS,OK,92311.0,1.2785,4.0114,0.3357,533,20752,50,52540,245,20733,94,,,-1714,144,第3レンジ9-11時・強制決済24h,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 24, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3025_20260905193013_d3dc
S3026,T4_range_filter,OOS,OK,49639.0,1.0796,11.0792,0.1805,1318,20752,50,52540,245,20733,94,,,-44386,929,第3レンジ幅0.2〜0.8ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 0.8, ""Sca3MinRange"": 0.2, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",73.7,s3_oos_S3026_20260905193122_64f4
S3027,T4_range_filter,OOS,OK,51963.0,1.0833,11.1286,0.189,1320,20752,50,52540,245,20733,94,,,-42062,931,第3レンジ幅0.2〜1.0ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.2, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",73.6,s3_oos_S3027_20260905193235_f2c1
S3028,T4_range_filter,OOS,OK,108468.0,1.2987,4.6027,0.3944,777,20752,50,52540,245,20733,94,,,14443,388,第3レンジ幅0.3〜0.8ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 0.8, ""Sca3MinRange"": 0.3, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3028_20260905193349_f588
S3029,T4_range_filter,OOS,OK,110792.0,1.3049,4.6522,0.4029,779,20752,50,52540,245,20733,94,,,16767,390,第3レンジ幅0.3〜1.0ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.3, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.8,s3_oos_S3029_20260905193458_c847
S3030,T4_range_filter,OOS,OK,102176.0,1.2746,4.6522,0.3715,782,20752,50,52540,245,20733,94,,,8151,393,第3レンジ幅0.3〜1.4ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.4, ""Sca3MinRange"": 0.3, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3030_20260905193606_3d63
S3031,T4_range_filter,OOS,OK,106560.0,1.5049,2.3879,0.3875,452,20752,50,52540,245,20733,94,,,12535,63,第3レンジ幅0.5〜0.8ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 0.8, ""Sca3MinRange"": 0.5, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.7,s3_oos_S3031_20260905193715_f408
S3032,T4_range_filter,OOS,OK,108884.0,1.5153,2.3891,0.3959,454,20752,50,52540,245,20733,94,,,14859,65,第3レンジ幅0.5〜1.0ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.5, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.5,s3_oos_S3032_20260905193824_f407
S3033,T4_range_filter,OOS,OK,100268.0,1.456,3.0113,0.3646,457,20752,50,52540,245,20733,94,,,6243,68,第3レンジ幅0.5〜1.4ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.4, ""Sca3MinRange"": 0.5, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3033_20260905193932_5e6b
S3034,T5_rr,OOS,OK,111466.0,1.4413,2.4366,0.4053,539,20752,50,52540,245,20733,94,,,17441,150,第3セッションRR1.3,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.3, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3034_20260905194041_61ac
S3035,T5_rr,OOS,OK,114213.0,1.4522,2.6903,0.4153,539,20752,50,52540,245,20733,94,,,20188,150,第3セッションRR1.5,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.5, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3035_20260905194149_9807
S3036,T5_rr,OOS,OK,117988.0,1.4671,2.674,0.429,539,20752,50,52540,245,20733,94,,,23963,150,第3セッションRR1.9,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.9, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3036_20260905194258_0f66
S3037,T5_rr,OOS,OK,117746.0,1.4662,2.638,0.4282,539,20752,50,52540,245,20733,94,,,23721,150,第3セッションRR2.1,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 2.1, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3037_20260905194406_f96f
S3038,T5_rr,OOS,OK,117258.0,1.4643,2.7669,0.4264,539,20752,50,52540,245,20733,94,,,23233,150,第3セッションRR2.4,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 2.4, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3038_20260905194515_8559
S3039,T6_buffer,OOS,OK,109806.0,1.4344,2.7732,0.3993,534,20752,50,52540,245,20733,94,,,15781,145,第3バッファ0.02ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.02, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3039_20260905194624_58b1
S3040,T6_buffer,OOS,OK,107368.0,1.4318,3.015,0.3904,527,20752,50,52540,245,20733,94,,,13343,138,第3バッファ0.05ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.05, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3040_20260905194732_f444
S3041,T6_buffer,OOS,OK,111207.0,1.4595,2.9183,0.4044,515,20752,50,52540,245,20733,94,,,17182,126,第3バッファ0.1ATR,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.1, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3041_20260905194841_7d81
S3042,T7_friday_boost,OOS,OK,115417.0,1.4262,3.2844,0.4197,574,20752,50,52540,245,20733,94,,,21392,185,第3セッション金曜も取引,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": false, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3042_20260905194949_bc14
S3043,T7_friday_boost,OOS,OK,112161.0,1.4693,2.4205,0.4079,539,20752,50,52540,245,20733,94,,,18136,150,第3セッション逆行ブーストなし,"{""Sca3BoostMult"": 2.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": false, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3043_20260905195058_4d1a
S3044,T7_friday_boost,OOS,OK,112161.0,1.4693,2.4205,0.4079,539,20752,50,52540,245,20733,94,,,18136,150,第3逆行ブースト1.5倍,"{""Sca3BoostMult"": 1.5, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3044_20260905195207_917b
S3045,T7_friday_boost,OOS,OK,116943.0,1.4394,3.1019,0.4252,539,20752,50,52540,245,20733,94,,,22918,150,第3逆行ブースト3.0倍,"{""Sca3BoostMult"": 3.0, ""Sca3Buffer"": 0.0, ""Sca3Enable"": true, ""Sca3ForceClose"": 23, ""Sca3Lot"": 0.01, ""Sca3MaxRange"": 1.0, ""Sca3MinRange"": 0.4, ""Sca3RR"": 1.7, ""Sca3RangeEnd"": 11, ""Sca3RangeStart"": 9, ""Sca3RevBoost"": true, ""Sca3SkipFriday"": true, ""Sca3TradeEnd"": 20}",68.6,s3_oos_S3045_20260905195315_5219
