proposal_id,worst_gap,description,IS_net_ratio,IS_dd_ratio,IS_gap,OOS_net_ratio,OOS_dd_ratio,OOS_gap,FULL_net_ratio,FULL_dd_ratio,FULL_gap
C039,0.04809926558415034,両枠同時の有望仮説（未測定）: funding -0.004/10日・Bfx 12.5%/5日,0.9723193482741784,0.9242200826900281,0.04809926558415034,0.8743010888300332,0.8069159672792946,0.06738512155073861,,,
C030,0.005633128959001699,Bfx保有 7日,1.0056331289590017,1.0,0.005633128959001699,0.9360406944969941,0.843673642834378,0.09236705166261616,,,
C007,0.004590742842729201,funding閾値 -0.008,0.9671105882507152,0.9242200826900281,0.042890505560687076,1.0045907428427292,1.0,0.004590742842729201,,,
C005,0.002169252112498521,funding閾値 -0.005,0.986330077107344,0.9242200826900281,0.062109994417315906,1.0021692521124985,1.0,0.002169252112498521,,,
C006,0.001547063522091996,funding閾値 -0.006,0.986330077107344,0.9242200826900281,0.062109994417315906,1.001547063522092,1.0,0.001547063522091996,,,
C002,0.000353134064825289,funding閾値 -0.001,0.9745263944369984,0.9242200826900281,0.05030631174697031,1.0003531340648253,1.0,0.000353134064825289,,,
