proposal_id,family,status,survive,strict,tradeoff,params,is_net,is_pf,is_dd_abs,is_dd_pct,is_trades,oos_net,oos_pf,oos_dd_abs,oos_dd_pct,oos_trades,full_net,full_pf,full_dd_abs,full_dd_pct,full_trades
F08-08,F08,OK,True,False,False,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.0}",786780.0,1.9144308952538576,35539.0,2.1935443512275334,1321.0,212935.0,1.2937014227488086,38100.0,2.403750608035341,1760.0,999715.0,1.630572300270782,38100.0,2.403750608035341,3081.0
F08-09,F08,OK,True,False,False,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.25}",712795.75,1.804111223639973,35614.25,1.9196606578648252,2041.0,144210.25,1.2557752636608115,32800.25,2.0531396052305837,1917.0,857006.0,1.5909344939564098,35614.25,2.0531396052305837,3958.0
F08-10,F08,OK,True,False,False,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.25}",716812.0,1.8107905273245577,34081.75,1.91216115039744,2041.0,162024.25,1.2860972682241625,35138.5,2.2094099479251157,1917.0,878836.25,1.6059201291215761,35138.5,2.2094099479251157,3958.0
F08-11,F08,OK,True,False,False,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.25}",753085.75,1.8296710227698383,32606.5,1.8171056194638306,2041.0,171107.5,1.3018064378435632,33346.0,2.103035893069713,1917.0,924193.25,1.6267261457315074,33346.0,2.103035893069713,3958.0
F08-12,F08,OK,True,False,False,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.25}",757107.25,1.810441601342766,34096.0,1.864370624375826,2041.0,191976.25,1.326198972006287,34527.25,2.186644982135119,1917.0,949083.5,1.623283330575104,34527.25,2.186644982135119,3958.0
F08-13,F08,OK,True,False,False,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.25}",752773.0,1.7738869578716112,32938.5,1.963242728002561,2041.0,196696.0,1.318255143233907,31505.5,1.9856797607263925,1917.0,949469.0,1.5968642700793707,32938.5,1.9856797607263925,3958.0
F08-14,F08,OK,True,False,False,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.25}",811882.75,1.8136391936092038,36359.0,1.9075064752602302,2041.0,198758.5,1.3020719348798755,34197.25,2.1609759549975327,1917.0,1010641.25,1.6103550178377821,36359.0,2.1609759549975327,3958.0
F08-15,F08,OK,True,False,False,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.25}",852885.25,1.873490229393726,39611.0,2.0519929562625974,2041.0,202397.5,1.2883367826616847,49021.0,3.0927626917716653,1917.0,1055282.75,1.6287586565210423,49021.0,3.0927626917716653,3958.0
F08-16,F08,OK,True,False,False,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.25}",837766.75,1.8225459484960547,35460.5,2.1251860846200366,2041.0,214936.0,1.2879516954519894,37984.0,2.3964321022470965,1917.0,1052702.75,1.5964540342202356,37984.0,2.3964321022470965,3958.0
F08-17,F08,OK,True,False,False,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.5}",801093.0,1.7742564956058071,38393.0,2.0213932940160326,2041.0,182869.5,1.2765777885664635,26722.5,1.678715601171473,1917.0,983962.5,1.5802187401874284,38393.0,1.8438644070727015,3958.0
F08-18,F08,OK,True,False,False,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.5}",800375.5,1.772396592047951,36986.5,1.9561638213486907,2041.0,199218.5,1.3004377961495655,32633.5,2.052233584914085,1917.0,999594.0,1.5882326286876938,36986.5,2.052233584914085,3958.0
F08-19,F08,OK,True,False,False,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.5}",822502.0,1.7686701104872984,36846.5,1.9215986298769434,2041.0,186617.0,1.2783211870972746,34837.5,2.2010803379317774,1917.0,1009119.0,1.5797728523643784,36846.5,2.2010803379317774,3958.0
F08-20,F08,OK,True,False,False,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.5}",839740.5,1.7794120581676764,34550.0,1.9167704770603842,2041.0,199932.5,1.296603631950842,36220.0,2.2909384277090963,1917.0,1039673.0,1.5935983689180921,36220.0,2.2909384277090963,3958.0
F08-21,F08,OK,True,False,False,"{""lookback_completed_deals"": 45, ""risk_scale"": 0.5}",840130.0,1.758615271813135,35458.5,1.9911491674569577,2041.0,197548.5,1.2816651089776356,37638.0,2.37258048858592,1917.0,1037678.5,1.5736797339026205,37638.0,2.37258048858592,3958.0
F08-22,F08,OK,True,False,False,"{""lookback_completed_deals"": 60, ""risk_scale"": 0.5}",850789.0,1.7681169560760164,37119.0,2.0240707058951397,2041.0,201398.5,1.2787233159187628,35931.5,2.268959990805823,1917.0,1052187.5,1.574901602525838,37119.0,2.268959990805823,3958.0
F08-23,F08,OK,True,False,False,"{""lookback_completed_deals"": 90, ""risk_scale"": 0.5}",877682.5,1.8000008203430493,38356.5,2.0311018359246207,2041.0,202130.0,1.2706272438744695,45594.0,2.8765513181827647,1917.0,1079812.5,1.585582727516023,45594.0,2.8765513181827647,3958.0
F08-24,F08,OK,True,False,False,"{""lookback_completed_deals"": 120, ""risk_scale"": 0.5}",866376.0,1.7731047744825525,35648.5,2.0597336826718005,2041.0,214066.5,1.2777462058549915,37868.0,2.389113596458853,1917.0,1080442.5,1.5712480146687167,37868.0,2.389113596458853,3958.0
F08-25,F08,OK,True,False,False,"{""lookback_completed_deals"": 8, ""risk_scale"": 0.75}",869825.5,1.7448189908717822,39338.0,2.031070137697964,2041.0,204493.0,1.276175253715157,32243.0,2.031165152883873,1917.0,1074318.5,1.5629770244821093,39338.0,2.031165152883873,3958.0
F08-26,F08,OK,True,False,False,"{""lookback_completed_deals"": 12, ""risk_scale"": 0.75}",868740.0,1.744224218170074,36161.5,1.9223796298487152,2041.0,208769.5,1.2809650973007327,35566.5,2.2426298289345685,1917.0,1077509.5,1.5640366345761878,36161.5,2.2426298289345685,3958.0
F08-27,F08,OK,True,False,False,"{""lookback_completed_deals"": 20, ""risk_scale"": 0.75}",875097.0,1.7386675113272658,36563.75,1.9192730816356713,2041.0,207721.5,1.2781375017950867,35587.25,2.247179836585387,1917.0,1082818.5,1.56060231102128,36563.75,2.247179836585387,3958.0
F08-28,F08,OK,True,False,False,"{""lookback_completed_deals"": 30, ""risk_scale"": 0.75}",887348.75,1.745351782009391,37060.5,1.9619178160026125,2041.0,212485.25,1.2840130013469835,36615.75,2.3133587651219742,1917.0,1099834.0,1.567315649069017,37060.5,2.3133587651219742,3958.0
