id,family,template,symbol,period,tag,priority,lot,note,net,pf,dd,n,win,verdict
N284,PB_RR2.5,PullbackTrend,CHFJPY,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-22004.0,0.5381,22.8801,68,22.058823529411764,reject
N285,PB_RR2.5,PullbackTrend,CADJPY,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,6367.0,1.1894,9.9713,77,32.467532467532465,PASS
N286,PB_RR2.5,PullbackTrend,NZDJPY,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,55.0,1.0024,14.1849,59,28.8135593220339,reject
N287,PB_RR2.5,PullbackTrend,AUDCAD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-6674.0,0.6192,8.1973,48,20.833333333333336,reject
N288,PB_RR2.5,PullbackTrend,AUDCHF,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-2268.0,0.8857,4.119,45,26.666666666666668,reject
N289,PB_RR2.5,PullbackTrend,AUDNZD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-3672.0,0.7591,5.597,56,26.785714285714285,reject
N290,PB_RR2.5,PullbackTrend,NZDCAD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-3373.0,0.846,6.9367,64,26.5625,reject
N291,PB_RR2.5,PullbackTrend,NZDCHF,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-7147.0,0.6484,7.385,49,22.448979591836736,reject
N292,PB_RR2.5,PullbackTrend,CADCHF,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-5587.0,0.6921,5.7745,45,24.444444444444443,reject
N293,PB_RR2.5,PullbackTrend,EURCAD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-6833.0,0.7357,6.833,50,26.0,reject
N294,PB_RR2.5,PullbackTrend,EURCHF,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,204.0,1.0105,7.3446,53,28.30188679245283,reject
N295,PB_RR2.5,PullbackTrend,EURNZD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-21361.0,0.4022,23.1426,50,14.000000000000002,reject
N296,PB_RR2.5,PullbackTrend,EURAUD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-7988.0,0.748,12.2158,50,22.0,reject
N297,PB_RR2.5,PullbackTrend,GBPAUD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-20024.0,0.6271,20.024,66,21.21212121212121,reject
N298,PB_RR2.5,PullbackTrend,GBPCAD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-6676.0,0.8502,9.5206,70,27.142857142857142,reject
N299,PB_RR2.5,PullbackTrend,GBPCHF,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,10742.0,1.2791,7.419,65,35.38461538461539,PASS
N300,PB_RR2.5,PullbackTrend,GBPNZD,H4,rr25,C,0.01,RR_Ratio=2.5（利大きめ）,-18973.0,0.556,20.6341,53,18.867924528301888,reject
N301,VBO_チャネル短縮,VolBreakout,EURJPY,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,3251.0,1.0194,14.0384,406,34.97536945812808,reject
N302,VBO_チャネル短縮,VolBreakout,CHFJPY,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-46284.0,0.7388,46.654,410,27.80487804878049,reject
N303,VBO_チャネル短縮,VolBreakout,CADJPY,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-3350.0,0.9777,15.4139,437,29.74828375286041,reject
N304,VBO_チャネル短縮,VolBreakout,NZDJPY,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-12543.0,0.9064,16.9449,406,32.01970443349754,reject
N305,VBO_チャネル短縮,VolBreakout,AUDCAD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-47827.0,0.5904,50.0073,408,27.941176470588236,reject
N306,VBO_チャネル短縮,VolBreakout,AUDCHF,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-40425.0,0.7119,43.8609,419,27.44630071599045,reject
N307,VBO_チャネル短縮,VolBreakout,AUDNZD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-34829.0,0.6134,38.2181,396,26.01010101010101,reject
N308,VBO_チャネル短縮,VolBreakout,NZDCAD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-56646.0,0.5488,57.35,425,26.35294117647059,reject
N309,VBO_チャネル短縮,VolBreakout,NZDCHF,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-37154.0,0.7037,37.154,406,25.862068965517242,reject
N310,VBO_チャネル短縮,VolBreakout,CADCHF,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-46887.0,0.6485,46.994,416,25.961538461538463,reject
N311,VBO_チャネル短縮,VolBreakout,EURCAD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-49867.0,0.7094,55.1309,428,26.401869158878505,reject
N312,VBO_チャネル短縮,VolBreakout,EURCHF,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-48595.0,0.6279,48.595,404,24.257425742574256,reject
N313,VBO_チャネル短縮,VolBreakout,EURNZD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-53755.0,0.7258,59.0346,411,27.49391727493917,reject
N314,VBO_チャネル短縮,VolBreakout,EURAUD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-68019.0,0.6597,71.3799,425,27.52941176470588,reject
N315,VBO_チャネル短縮,VolBreakout,GBPAUD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-37914.0,0.832,52.892,406,28.57142857142857,reject
N316,VBO_チャネル短縮,VolBreakout,GBPCAD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-44516.0,0.7783,46.6592,389,27.249357326478147,reject
N317,VBO_チャネル短縮,VolBreakout,GBPCHF,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-70904.0,0.6498,71.9142,394,28.680203045685282,reject
N318,VBO_チャネル短縮,VolBreakout,GBPNZD,H4,ch10,C,0.01,Channel_Period=10（短期ブレイク）,-98584.0,0.5949,98.8005,388,23.711340206185564,reject
N319,RSI_D1拡張,RSI_Reversal,EURJPY,D1,std,C,0.01,D1版の追加銘柄,-2616.0,0.2864,3.1968,9,11.11111111111111,reject
N320,RSI_D1拡張,RSI_Reversal,CHFJPY,D1,std,C,0.01,D1版の追加銘柄,-3603.0,0.4459,3.603,17,17.647058823529413,reject
N321,RSI_D1拡張,RSI_Reversal,CADJPY,D1,std,C,0.01,D1版の追加銘柄,-1388.0,0.7496,2.438,16,25.0,reject
N322,RSI_D1拡張,RSI_Reversal,NZDJPY,D1,std,C,0.01,D1版の追加銘柄,-807.0,0.8654,2.2644,18,27.77777777777778,reject
N323,RSI_D1拡張,RSI_Reversal,USDMXN,D1,std,C,0.01,D1版の追加銘柄,0.0,0.0,0.0,0,0.0,reject
N324,RSI_D1拡張,RSI_Reversal,USDZAR,D1,std,C,0.01,D1版の追加銘柄,0.0,0.0,0.0,0,0.0,reject
N325,RSI_D1拡張,RSI_Reversal,USDTRY,D1,std,C,0.01,D1版の追加銘柄,0.0,0.0,0.0,0,0.0,reject
N326,RSI_D1拡張,RSI_Reversal,EURTRY,D1,std,C,0.01,D1版の追加銘柄,0.0,0.0,0.0,0,0.0,reject
N327,RSI_D1拡張,RSI_Reversal,EURZAR,D1,std,C,0.01,D1版の追加銘柄,0.0,0.0,0.0,0,0.0,reject
N328,PB_ADX緩和,PullbackTrend,AUDCAD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-11466.0,0.5345,11.573,69,21.73913043478261,reject
N329,PB_ADX緩和,PullbackTrend,AUDCHF,H4,noadx,C,0.01,ADXフィルター無し（非円）,-4197.0,0.8214,5.9719,58,29.310344827586203,reject
N330,PB_ADX緩和,PullbackTrend,AUDNZD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-6312.0,0.7157,7.446,83,28.915662650602407,reject
N331,PB_ADX緩和,PullbackTrend,NZDCAD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-141.0,0.994,6.2104,78,34.61538461538461,reject
N332,PB_ADX緩和,PullbackTrend,NZDCHF,H4,noadx,C,0.01,ADXフィルター無し（非円）,-11222.0,0.5866,12.294,65,24.615384615384617,reject
N333,PB_ADX緩和,PullbackTrend,CADCHF,H4,noadx,C,0.01,ADXフィルター無し（非円）,-9038.0,0.6617,9.038,69,27.536231884057973,reject
N334,PB_ADX緩和,PullbackTrend,EURCAD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-16506.0,0.5183,16.506,63,23.809523809523807,reject
N335,PB_ADX緩和,PullbackTrend,EURCHF,H4,noadx,C,0.01,ADXフィルター無し（非円）,-545.0,0.9785,8.9851,69,31.88405797101449,reject
N336,PB_ADX緩和,PullbackTrend,EURNZD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-27301.0,0.4193,28.5071,70,18.571428571428573,reject
N337,PB_ADX緩和,PullbackTrend,EURAUD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-4886.0,0.8698,13.0669,64,29.6875,reject
N338,PB_ADX緩和,PullbackTrend,GBPAUD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-17483.0,0.7143,21.473,81,25.925925925925924,reject
N339,PB_ADX緩和,PullbackTrend,GBPCAD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-8178.0,0.8453,10.0181,87,31.03448275862069,reject
N340,PB_ADX緩和,PullbackTrend,GBPCHF,H4,noadx,C,0.01,ADXフィルター無し（非円）,3237.0,1.0653,7.8521,84,36.904761904761905,PASS
N341,PB_ADX緩和,PullbackTrend,GBPNZD,H4,noadx,C,0.01,ADXフィルター無し（非円）,-19672.0,0.6529,19.672,77,25.97402597402597,reject
N342,RSI_BB緩和,RSI_Reversal,EURJPY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-9708.0,0.7079,12.8439,97,23.711340206185564,reject
N343,RSI_BB緩和,RSI_Reversal,CHFJPY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-4829.0,0.85,8.561,97,27.835051546391753,reject
N344,RSI_BB緩和,RSI_Reversal,CADJPY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-2588.0,0.9297,7.0406,115,28.695652173913043,reject
N345,RSI_BB緩和,RSI_Reversal,NZDJPY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-7431.0,0.7744,9.6456,98,25.510204081632654,reject
N346,RSI_BB緩和,RSI_Reversal,AUDJPY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-10179.0,0.6806,11.212,95,22.105263157894736,reject
N347,RSI_BB緩和,RSI_Reversal,AUDCAD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-4369.0,0.8194,5.9666,79,26.582278481012654,reject
N348,RSI_BB緩和,RSI_Reversal,AUDCHF,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-17748.0,0.5367,17.942,81,17.28395061728395,reject
N349,RSI_BB緩和,RSI_Reversal,AUDNZD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-4743.0,0.7915,6.3151,87,27.586206896551722,reject
N350,RSI_BB緩和,RSI_Reversal,NZDCAD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-2820.0,0.8832,4.625,82,26.82926829268293,reject
N351,RSI_BB緩和,RSI_Reversal,NZDCHF,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-16288.0,0.5574,19.7213,81,22.22222222222222,reject
N352,RSI_BB緩和,RSI_Reversal,CADCHF,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-14614.0,0.6317,18.3581,90,21.11111111111111,reject
N353,RSI_BB緩和,RSI_Reversal,EURCAD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-13699.0,0.635,15.7932,114,21.929824561403507,reject
N354,RSI_BB緩和,RSI_Reversal,EURCHF,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-11295.0,0.7179,13.0795,94,24.46808510638298,reject
N355,RSI_BB緩和,RSI_Reversal,EURNZD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,2338.0,1.104,7.4864,92,33.69565217391305,PASS
N356,RSI_BB緩和,RSI_Reversal,EURAUD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-9655.0,0.6843,9.655,101,23.762376237623762,reject
N357,RSI_BB緩和,RSI_Reversal,GBPAUD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-1717.0,0.9363,5.9755,97,28.865979381443296,reject
N358,RSI_BB緩和,RSI_Reversal,GBPCAD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-12067.0,0.6429,13.278,101,21.782178217821784,reject
N359,RSI_BB緩和,RSI_Reversal,GBPCHF,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-19038.0,0.6332,19.038,108,21.296296296296298,reject
N360,RSI_BB緩和,RSI_Reversal,GBPNZD,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-5344.0,0.7774,6.9892,87,25.287356321839084,reject
N361,RSI_BB緩和,RSI_Reversal,USDMXN,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,0.0,0.0,0.0,0,0.0,reject
N362,RSI_BB緩和,RSI_Reversal,USDZAR,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,0.0,0.0,0.0,0,0.0,reject
N363,RSI_BB緩和,RSI_Reversal,USDTRY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-2840.0,0.1918,3.1914,16,12.5,reject
N364,RSI_BB緩和,RSI_Reversal,EURTRY,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,-1643.0,0.0185,1.643,13,7.6923076923076925,reject
N365,RSI_BB緩和,RSI_Reversal,EURZAR,H4,bb30,C,0.01,BB_Deviation=3.0（バンド拡張）,0.0,0.0,0.0,0,0.0,reject
N376,RSI_コモディティ,RSI_Reversal,SILVER,H4,atrstop,C,1.0,コモディティのレンジ回帰,-72864.0,0.9219,95.5465,14,28.57142857142857,reject
N377,RSI_コモディティ,RSI_Reversal,PLAT-OCT26,H4,atrstop,C,1.0,コモディティのレンジ回帰,-55413.0,0.9566,86.4033,101,36.633663366336634,reject
N378,RSI_コモディティ,RSI_Reversal,PALL-SEP26,H4,atrstop,C,1.0,コモディティのレンジ回帰,-64695.0,0.7441,78.9646,23,39.130434782608695,reject
N379,RSI_コモディティ,RSI_Reversal,HGCOP-SEP26,H4,atrstop,C,1.0,コモディティのレンジ回帰,75035.0,1.0915,87.3991,108,36.11111111111111,reject
N380,RSI_コモディティ,RSI_Reversal,COCOA-SEP26,H4,atrstop,C,1.0,コモディティのレンジ回帰,-97022.0,0.6249,98.0037,63,26.984126984126984,reject
N381,RSI_コモディティ,RSI_Reversal,COFFE-SEP26,H4,atrstop,C,1.0,コモディティのレンジ回帰,-69112.0,0.8989,92.368,28,39.285714285714285,reject
N382,RSI_コモディティ,RSI_Reversal,CORN-SEP26,H4,atrstop,C,1.0,コモディティのレンジ回帰,19581.0,1.186,31.5152,71,32.3943661971831,PASS
N383,RSI_コモディティ,RSI_Reversal,COTTO-DEC26,H4,atrstop,C,1.0,コモディティのレンジ回帰,-107044.0,0.4652,105.0891,19,26.31578947368421,reject
N384,RSI_コモディティ,RSI_Reversal,SUGAR-OCT26,H4,atrstop,C,1.0,コモディティのレンジ回帰,-17553.0,0.807,48.062,29,20.689655172413794,reject
N385,RSI_コモディティ,RSI_Reversal,WHEAT-SEP26,H4,atrstop,C,1.0,コモディティのレンジ回帰,7761.0,1.0342,36.3614,77,32.467532467532465,reject
N386,RSI_コモディティ,RSI_Reversal,OILCash,H4,atrstop,C,1.0,コモディティのレンジ回帰,-97732.0,0.9004,99.3295,96,33.33333333333333,reject
N387,RSI_コモディティ,RSI_Reversal,NGASCash,H4,atrstop,C,1.0,コモディティのレンジ回帰,32742.0,1.0391,76.468,91,28.57142857142857,reject
N388,RSI_H1変種,RSI_Reversal,EURJPY,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-18585.0,0.8771,22.8452,498,26.706827309236946,reject
N389,RSI_H1変種,RSI_Reversal,CHFJPY,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-10412.0,0.9289,25.7121,538,25.650557620817843,reject
N390,RSI_H1変種,RSI_Reversal,CADJPY,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-9117.0,0.9349,16.5854,511,26.22309197651663,reject
N391,RSI_H1変種,RSI_Reversal,NZDJPY,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-25398.0,0.8228,29.575,517,24.177949709864606,reject
N392,RSI_H1変種,RSI_Reversal,AUDJPY,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-12996.0,0.9096,27.3859,512,25.78125,reject
N393,RSI_H1変種,RSI_Reversal,AUDCAD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-5189.0,0.9523,12.0479,492,25.8130081300813,reject
N394,RSI_H1変種,RSI_Reversal,AUDCHF,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-40004.0,0.7444,44.9102,522,21.455938697318008,reject
N395,RSI_H1変種,RSI_Reversal,AUDNZD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-17578.0,0.8071,19.3181,457,24.288840262582056,reject
N396,RSI_H1変種,RSI_Reversal,NZDCAD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-12695.0,0.8881,19.3262,480,24.375,reject
N397,RSI_H1変種,RSI_Reversal,NZDCHF,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-73247.0,0.5677,73.247,523,18.54684512428298,reject
N398,RSI_H1変種,RSI_Reversal,CADCHF,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-59673.0,0.6427,59.673,561,19.786096256684495,reject
N399,RSI_H1変種,RSI_Reversal,EURCAD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-49980.0,0.7096,53.217,635,20.94488188976378,reject
N400,RSI_H1変種,RSI_Reversal,EURCHF,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-44653.0,0.7094,48.825,555,18.55855855855856,reject
N401,RSI_H1変種,RSI_Reversal,EURNZD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-59280.0,0.6107,61.3652,567,20.105820105820104,reject
N402,RSI_H1変種,RSI_Reversal,EURAUD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-33306.0,0.7715,38.7012,551,23.049001814882033,reject
N403,RSI_H1変種,RSI_Reversal,GBPAUD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-25321.0,0.8393,28.8789,589,25.127334465195243,reject
N404,RSI_H1変種,RSI_Reversal,GBPCAD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-36983.0,0.7818,38.8925,592,23.31081081081081,reject
N405,RSI_H1変種,RSI_Reversal,GBPCHF,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-60982.0,0.7253,63.4554,582,20.962199312714777,reject
N406,RSI_H1変種,RSI_Reversal,GBPNZD,H1,std,C,0.01,H1版（RSIのネイティブ時間軸候補）,-48310.0,0.717,51.5168,634,22.87066246056782,reject
N407,Carry_逆スワップ,Carry,USDMXN,D1,negswap,C,0.01,スワップ条件を外した純トレンド保有版,-44631.0,0.2009,49.787,16,12.5,reject
N408,Carry_逆スワップ,Carry,USDZAR,D1,negswap,C,0.01,スワップ条件を外した純トレンド保有版,-70439.0,0.0981,70.439,18,11.11111111111111,reject
N409,Carry_逆スワップ,Carry,USDTRY,D1,negswap,C,0.01,スワップ条件を外した純トレンド保有版,-102270.0,0.0,102.27,1,0.0,reject
N410,Carry_逆スワップ,Carry,EURTRY,D1,negswap,C,0.01,スワップ条件を外した純トレンド保有版,-99841.0,0.0,99.841,2,0.0,reject
N411,Carry_逆スワップ,Carry,EURZAR,D1,negswap,C,0.01,スワップ条件を外した純トレンド保有版,-70110.0,0.1663,70.11,19,10.526315789473683,reject
