id,family,template,symbol,period,params,priority,lot,note,is_net,is_pf,is_n,oos_net,oos_pf,oos_n,verdict
M164,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,32230.0,5.1912,6,5419.0,1.4328,10,PASS
M165,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,28915.0,5.2138,6,4610.0,1.5621,8,PASS
M166,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,12543.0,1.8509,9,7511.0,2.4076,5,PASS
M167,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.0, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,5495.0,1.3063,11,9433.0,7.7572,3,PASS
M168,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,30377.0,4.3308,6,6117.0,1.5683,9,PASS
M169,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,30057.0,7.2411,5,6171.0,1.9292,6,PASS
M170,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,13974.0,2.0622,8,8395.0,3.1777,4,PASS
M171,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.25, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,7016.0,1.4561,9,11276.0,0.0,2,PASS
M172,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 100}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,27026.0,3.5272,6,6059.0,1.6308,8,PASS
M173,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 150}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,30622.0,7.3584,5,4684.0,1.5898,6,PASS
M174,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 250}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,10666.0,1.9091,7,9772.0,5.4621,3,PASS
M175,Carry応答曲面_帯xMA,Carry,AUDJPY,D1,"{'Hyst_ATR_Mult': 1.5, 'TrendMA_Period': 300}",S,0.01,ヒステリシス帯×トレンドMA期間の格子,15260.0,2.4065,6,11158.0,0.0,2,PASS
M176,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 6, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M177,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 6, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M178,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 6, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M179,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 9, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M180,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 9, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M181,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 9, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M182,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 12, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M183,SCA応答曲面_セッション窓,SCA_EA,GOLD,M15,"{'RangeEndHour': 12, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,,,,,,,FAIL
M184,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M185,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M186,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M187,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M188,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M189,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M190,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M191,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M192,SCA応答曲面_レンジ幅,SCA_EA,GOLD,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,,,,,,,FAIL
M198,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子,9940.0,1.0453,736,-3609.0,0.9724,705,reject
M199,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,2722.0,1.0107,846,-5013.0,0.9689,853,reject
M200,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,-234.0,0.9992,1041,-12282.0,0.9378,1048,reject
M201,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子,14862.0,1.0952,584,-937.0,0.9903,560,reject
M202,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,-4481.0,0.9789,753,-8022.0,0.9396,744,reject
M203,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,-13798.0,0.9511,1008,-14215.0,0.9197,991,reject
M204,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,-20271.0,0.7873,394,-2331.0,0.9608,392,reject
M205,SCA応答曲面_セッション窓,SCA_EA,USDJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,-24481.0,0.8759,816,-18095.0,0.8591,797,reject
M206,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,1540.0,1.0085,678,-6921.0,0.9347,631,reject
M207,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,13613.0,1.0698,738,-4183.0,0.9636,684,reject
M208,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,12029.0,1.0604,751,-2082.0,0.982,691,reject
M209,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,2122.0,1.0141,545,-1624.0,0.9818,523,reject
M210,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,14195.0,1.0861,605,1114.0,1.0113,576,PASS
M211,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,12611.0,1.0746,618,3215.0,1.0325,583,PASS
M212,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,-11609.0,0.8675,291,4620.0,1.1037,279,reject
M213,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,464.0,1.0045,351,7358.0,1.1375,332,PASS
M214,SCA応答曲面_レンジ幅,SCA_EA,USDJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,-1120.0,0.9895,364,9459.0,1.1747,339,reject
M220,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子,7253.0,1.0235,755,4038.0,1.0167,679,PASS
M221,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,5773.0,1.0156,902,-335.0,0.9989,852,reject
M222,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 6, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,-17964.0,0.9568,995,-8090.0,0.9763,964,reject
M223,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 12}",S,0.01,レンジ確定/取引終了時刻の格子,27583.0,1.1128,684,11557.0,1.0544,658,PASS
M224,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,32935.0,1.1045,876,226.0,1.0008,880,PASS
M225,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 9, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,4819.0,1.0127,1020,-14810.0,0.9575,1027,reject
M226,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 15}",S,0.01,レンジ確定/取引終了時刻の格子,-7969.0,0.9491,521,3849.0,1.0251,567,reject
M227,SCA応答曲面_セッション窓,SCA_EA,GBPJPY,M15,"{'RangeEndHour': 12, 'TradeEndHour': 18}",S,0.01,レンジ確定/取引終了時刻の格子,-45657.0,0.8268,820,-15425.0,0.9371,874,reject
M228,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,3624.0,1.0117,844,-18034.0,0.9419,932,reject
M229,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,791.0,1.0023,905,-9561.0,0.9703,966,reject
M230,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.15, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,1223.0,1.0035,915,-10127.0,0.9686,970,reject
M231,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,22402.0,1.0984,642,7737.0,1.0379,635,PASS
M232,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,19569.0,1.0752,703,16210.0,1.0755,669,PASS
M233,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.3, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,20001.0,1.0758,713,15644.0,1.0723,673,PASS
M234,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 0.8}",S,0.01,レンジ幅フィルターの格子,-3848.0,0.9672,303,-9509.0,0.8856,233,reject
M235,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.2}",S,0.01,レンジ幅フィルターの格子,-6681.0,0.9555,364,-1036.0,0.989,267,reject
M236,SCA応答曲面_レンジ幅,SCA_EA,GBPJPY,M15,"{'MinRange_ATRd': 0.45, 'MaxRange_ATRd': 1.5}",S,0.01,レンジ幅フィルターの格子,-6249.0,0.9593,374,-1602.0,0.9832,271,reject
M019,PB_MTF合流変種,PullbackTrend,USDJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 100}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,10357.0,1.2383,76,-203.0,0.9822,27,reject
M020,PB_MTF合流変種,PullbackTrend,USDJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 200}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,17051.0,1.4702,71,838.0,1.086,23,PASS
M021,PB_MTF合流変種,PullbackTrend,USDJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 300}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,13174.0,1.3703,69,163.0,1.0172,22,PASS
M022,PB_MTF合流変種,PullbackTrend,USDJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 100}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M023,PB_MTF合流変種,PullbackTrend,USDJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 200}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M024,PB_MTF合流変種,PullbackTrend,USDJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 300}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M043,PB_MTF合流変種,PullbackTrend,GBPJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 100}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,489.0,1.0194,37,8384.0,1.2837,46,PASS
M044,PB_MTF合流変種,PullbackTrend,GBPJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 200}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,489.0,1.0194,37,9394.0,1.3761,42,PASS
M045,PB_MTF合流変種,PullbackTrend,GBPJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 300}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,-485.0,0.9798,35,7288.0,1.3134,40,reject
M046,PB_MTF合流変種,PullbackTrend,GBPJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 100}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M047,PB_MTF合流変種,PullbackTrend,GBPJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 200}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M048,PB_MTF合流変種,PullbackTrend,GBPJPY,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 300}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M067,PB_MTF合流変種,PullbackTrend,GOLD,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 100}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M068,PB_MTF合流変種,PullbackTrend,GOLD,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 200}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M069,PB_MTF合流変種,PullbackTrend,GOLD,H4,"{'UseHigherTFFilter': True, 'HigherTF': '16408', 'HigherTF_MA': 300}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M070,PB_MTF合流変種,PullbackTrend,GOLD,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 100}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M071,PB_MTF合流変種,PullbackTrend,GOLD,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 200}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M072,PB_MTF合流変種,PullbackTrend,GOLD,H4,"{'UseHigherTFFilter': True, 'HigherTF': '20', 'HigherTF_MA': 300}",A,0.01,MTF合流フィルターのMA期間変種（既存採用の周辺探索）,,,,,,,FAIL
M087,RSI応答曲面_BB,RSI_Reversal,EURUSD,H1,{'BB_Deviation': 2.0},A,0.01,BB偏差の格子,4034.0,1.0392,304,-5496.0,0.9377,303,reject
M088,RSI応答曲面_BB,RSI_Reversal,EURUSD,H1,{'BB_Deviation': 3.0},A,0.01,BB偏差の格子,726.0,1.0091,210,-4049.0,0.9399,222,reject
M089,RSI応答曲面_BB,RSI_Reversal,EURUSD,H1,{'BB_Deviation': 3.5},A,0.01,BB偏差の格子,-5856.0,0.9174,170,-7336.0,0.8807,191,reject
M090,RSI応答曲面_SLxTP,RSI_Reversal,EURUSD,H1,"{'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",A,0.01,固定pips SL/TPの格子,2842.0,1.0317,272,9022.0,1.1254,283,PASS
M091,RSI応答曲面_SLxTP,RSI_Reversal,EURUSD,H1,"{'StopLoss_Pips': 40, 'TakeProfit_Pips': 120}",A,0.01,固定pips SL/TPの格子,-818.0,0.9912,267,-2872.0,0.9628,277,reject
M092,RSI応答曲面_SLxTP,RSI_Reversal,EURUSD,H1,"{'StopLoss_Pips': 55, 'TakeProfit_Pips': 90}",A,0.01,固定pips SL/TPの格子,7798.0,1.0812,263,3020.0,1.0365,276,PASS
M093,RSI応答曲面_SLxTP,RSI_Reversal,EURUSD,H1,"{'StopLoss_Pips': 55, 'TakeProfit_Pips': 120}",A,0.01,固定pips SL/TPの格子,4842.0,1.0478,258,-8328.0,0.9052,270,reject
M108,RSI応答曲面_BB,RSI_Reversal,USDJPY,H4,{'BB_Deviation': 2.0},A,0.01,BB偏差の格子,-3924.0,0.8473,79,2355.0,1.0861,94,reject
M109,RSI応答曲面_BB,RSI_Reversal,USDJPY,H4,{'BB_Deviation': 3.0},A,0.01,BB偏差の格子,-916.0,0.9363,44,3187.0,1.1909,56,reject
M110,RSI応答曲面_BB,RSI_Reversal,USDJPY,H4,{'BB_Deviation': 3.5},A,0.01,BB偏差の格子,-1310.0,0.8966,38,2910.0,1.2106,45,reject
M111,RSI応答曲面_SLxTP,RSI_Reversal,USDJPY,H4,"{'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",A,0.01,固定pips SL/TPの格子,-1947.0,0.8805,56,1487.0,1.0723,77,reject
M112,RSI応答曲面_SLxTP,RSI_Reversal,USDJPY,H4,"{'StopLoss_Pips': 40, 'TakeProfit_Pips': 120}",A,0.01,固定pips SL/TPの格子,-2056.0,0.8829,56,3403.0,1.1571,76,reject
M113,RSI応答曲面_SLxTP,RSI_Reversal,USDJPY,H4,"{'StopLoss_Pips': 55, 'TakeProfit_Pips': 90}",A,0.01,固定pips SL/TPの格子,1098.0,1.0593,56,-2246.0,0.914,77,reject
M114,RSI応答曲面_SLxTP,RSI_Reversal,USDJPY,H4,"{'StopLoss_Pips': 55, 'TakeProfit_Pips': 120}",A,0.01,固定pips SL/TPの格子,2353.0,1.1164,56,126.0,1.0046,76,PASS
M129,RSI応答曲面_BB,RSI_Reversal,GBPUSD,H4,{'BB_Deviation': 2.0},A,0.01,BB偏差の格子,10911.0,1.376,75,14846.0,1.7601,73,PASS
M130,RSI応答曲面_BB,RSI_Reversal,GBPUSD,H4,{'BB_Deviation': 3.0},A,0.01,BB偏差の格子,2658.0,1.1486,42,3930.0,1.25,50,PASS
M131,RSI応答曲面_BB,RSI_Reversal,GBPUSD,H4,{'BB_Deviation': 3.5},A,0.01,BB偏差の格子,420.0,1.0293,32,806.0,1.0565,43,PASS
M132,RSI応答曲面_SLxTP,RSI_Reversal,GBPUSD,H4,"{'StopLoss_Pips': 40, 'TakeProfit_Pips': 90}",A,0.01,固定pips SL/TPの格子,4946.0,1.2487,56,7923.0,1.5749,55,PASS
M133,RSI応答曲面_SLxTP,RSI_Reversal,GBPUSD,H4,"{'StopLoss_Pips': 40, 'TakeProfit_Pips': 120}",A,0.01,固定pips SL/TPの格子,-95.0,0.9959,56,11617.0,1.7914,55,reject
M134,RSI応答曲面_SLxTP,RSI_Reversal,GBPUSD,H4,"{'StopLoss_Pips': 55, 'TakeProfit_Pips': 90}",A,0.01,固定pips SL/TPの格子,7559.0,1.3274,56,6426.0,1.3725,55,PASS
M135,RSI応答曲面_SLxTP,RSI_Reversal,GBPUSD,H4,"{'StopLoss_Pips': 55, 'TakeProfit_Pips': 120}",A,0.01,固定pips SL/TPの格子,3065.0,1.11,56,10387.0,1.5617,55,PASS
M152,VBO応答曲面_トレール,VolBreakout,USDJPY,H4,{'Trail_Mult': 1.5},A,0.01,トレール幅の格子,21204.0,1.3869,207,-4789.0,0.8695,194,reject
M153,VBO応答曲面_トレール,VolBreakout,USDJPY,H4,{'Trail_Mult': 2.0},A,0.01,トレール幅の格子,15593.0,1.2649,185,-4956.0,0.8814,178,reject
M154,VBO応答曲面_トレール,VolBreakout,USDJPY,H4,{'Trail_Mult': 2.5},A,0.01,トレール幅の格子,28455.0,1.4805,166,-8190.0,0.8231,167,reject
M155,VBO応答曲面_トレール,VolBreakout,USDJPY,H4,{'Trail_Mult': 4.0},A,0.01,トレール幅の格子,28075.0,1.4162,138,-19597.0,0.6411,140,reject
M193,SCA応答曲面_Boost倍率,SCA_EA,GOLD,M15,{'Boost_Mult': 1.5},A,0.01,リバーサルBoost倍率の格子,,,,,,,FAIL
M194,SCA応答曲面_Boost倍率,SCA_EA,GOLD,M15,{'Boost_Mult': 2.5},A,0.01,リバーサルBoost倍率の格子,,,,,,,FAIL
M195,SCA応答曲面_Boost倍率,SCA_EA,GOLD,M15,{'Boost_Mult': 3.0},A,0.01,リバーサルBoost倍率の格子,,,,,,,FAIL
M215,SCA応答曲面_Boost倍率,SCA_EA,USDJPY,M15,{'Boost_Mult': 1.5},A,0.01,リバーサルBoost倍率の格子,9812.0,1.0751,584,2478.0,1.032,560,PASS
M216,SCA応答曲面_Boost倍率,SCA_EA,USDJPY,M15,{'Boost_Mult': 2.5},A,0.01,リバーサルBoost倍率の格子,14862.0,1.0952,584,-937.0,0.9903,560,reject
M217,SCA応答曲面_Boost倍率,SCA_EA,USDJPY,M15,{'Boost_Mult': 3.0},A,0.01,リバーサルBoost倍率の格子,19912.0,1.1096,584,-4354.0,0.9622,560,reject
M237,SCA応答曲面_Boost倍率,SCA_EA,GBPJPY,M15,{'Boost_Mult': 1.5},A,0.01,リバーサルBoost倍率の格子,15989.0,1.0798,684,-856.0,0.9951,658,reject
M238,SCA応答曲面_Boost倍率,SCA_EA,GBPJPY,M15,{'Boost_Mult': 2.5},A,0.01,リバーサルBoost倍率の格子,27583.0,1.1128,684,11557.0,1.0544,658,PASS
M239,SCA応答曲面_Boost倍率,SCA_EA,GBPJPY,M15,{'Boost_Mult': 3.0},A,0.01,リバーサルBoost倍率の格子,39177.0,1.1357,684,23970.0,1.0959,658,PASS
M242,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 100},A,0.01,大局トレンドMA期間の格子,9043.0,1.1231,117,-8482.0,0.7572,76,reject
M243,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 150},A,0.01,大局トレンドMA期間の格子,11645.0,1.2096,98,279.0,1.016,43,PASS
M244,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 250},A,0.01,大局トレンドMA期間の格子,2699.0,1.079,60,3794.0,1.5582,19,PASS
M245,PB応答曲面_トレンドMA,PullbackTrend,USDJPY,H4,{'TrendMA_Period': 300},A,0.01,大局トレンドMA期間の格子,-2998.0,0.9001,50,2766.0,1.5881,14,reject
M250,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 100},A,0.01,大局トレンドMA期間の格子,-17136.0,0.7485,79,248.0,1.0034,98,reject
M251,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 150},A,0.01,大局トレンドMA期間の格子,-5494.0,0.8729,56,2141.0,1.0447,69,reject
M252,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 250},A,0.01,大局トレンドMA期間の格子,4633.0,1.2037,36,10231.0,1.4728,38,PASS
M253,PB応答曲面_トレンドMA,PullbackTrend,GBPJPY,H4,{'TrendMA_Period': 300},A,0.01,大局トレンドMA期間の格子,4968.0,1.3165,27,5115.0,1.2956,31,PASS
M258,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 100},A,0.01,大局トレンドMA期間の格子,,,,,,,FAIL
M259,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 150},A,0.01,大局トレンドMA期間の格子,,,,,,,FAIL
M260,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 250},A,0.01,大局トレンドMA期間の格子,,,,,,,FAIL
M261,PB応答曲面_トレンドMA,PullbackTrend,GOLD,H4,{'TrendMA_Period': 300},A,0.01,大局トレンドMA期間の格子,,,,,,,FAIL
