proposal_id,family,description,parameter_json,mult,window,status,net,pf,dd_pct,monthly_pct,trades,final_balance,balance_source,blown,deals,elapsed,run_id,pb_gold_net,pb_gold_n,sca_gold_net,sca_gold_n,sca2_net,sca2_n,eth_net,eth_n,fund_net,fund_n,bfx_net,bfx_n
G009,C,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.1 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.1,""GszSleeveMask"":3}",1,OOS,OK,118935.0,1.4964,2.9946,0.4325,470,618935.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G009_20260910021521_623b_deals.csv,196.1,gc_oos_G009_20260910021521_623b,20752,50,52540,245,20733,94,8289,20,1401,10,15220,51
G010,C,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.25 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.25,""GszSleeveMask"":3}",1,OOS,OK,116586.0,1.481,3.2248,0.4239,470,616586.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G010_20260910021837_8717_deals.csv,159.0,gc_oos_G010_20260910021837_8717,20752,50,50191,245,20733,94,8289,20,1401,10,15220,51
G011,C,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,139583.0,1.4158,5.8108,0.5076,470,639583.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G011_20260910022116_4bd8_deals.csv,159.1,gc_oos_G011_20260910022116_4bd8,30233,50,61939,245,20733,94,8289,20,1401,10,16988,51
G012,C,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.75 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.75,""GszSleeveMask"":3}",1,OOS,OK,194687.0,1.4011,8.6418,0.708,470,694687.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G012_20260910022355_88eb_deals.csv,159.1,gc_oos_G012_20260910022355_88eb,42712,50,100079,245,20733,94,8289,20,1401,10,21473,51
G013,C,GszMode=1 / GszSleeveMask=3 / GszRiskPct=1.0 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":1.0,""GszSleeveMask"":3}",1,OOS,OK,271125.0,1.4281,12.1708,0.9859,470,771125.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G013_20260910022635_b94a_deals.csv,158.9,gc_oos_G013_20260910022635_b94a,60193,50,155730,245,20733,94,8289,20,1401,10,24779,51
G014,D,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.25 / GszRefCap=250000 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":250000,""GszRiskPct"":0.25,""GszSleeveMask"":3}",1,OOS,OK,118935.0,1.4964,2.9946,0.4325,470,618935.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G014_20260910022913_8407_deals.csv,159.0,gc_oos_G014_20260910022913_8407,20752,50,52540,245,20733,94,8289,20,1401,10,15220,51
G015,D,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.25 / GszRefCap=500000 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":500000,""GszRiskPct"":0.25,""GszSleeveMask"":3}",1,OOS,OK,116586.0,1.481,3.2248,0.4239,470,616586.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G015_20260910023152_12f0_deals.csv,159.0,gc_oos_G015_20260910023152_12f0,20752,50,50191,245,20733,94,8289,20,1401,10,15220,51
G016,D,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=250000 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":250000,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,116586.0,1.481,3.2248,0.4239,470,616586.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G016_20260910023431_bde6_deals.csv,159.2,gc_oos_G016_20260910023431_bde6,20752,50,50191,245,20733,94,8289,20,1401,10,15220,51
G017,D,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=500000 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":500000,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,132487.0,1.4048,5.5547,0.4818,470,632487.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G017_20260910023711_b741_deals.csv,159.0,gc_oos_G017_20260910023711_b741,25456,50,59620,245,20733,94,8289,20,1401,10,16988,51
G018,D,GszMode=1 / GszSleeveMask=3 / GszRiskPct=1.0 / GszRefCap=250000 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":250000,""GszRiskPct"":1.0,""GszSleeveMask"":3}",1,OOS,OK,132487.0,1.4048,5.5547,0.4818,470,632487.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G018_20260910023950_7975_deals.csv,159.0,gc_oos_G018_20260910023950_7975,25456,50,59620,245,20733,94,8289,20,1401,10,16988,51
G019,D,GszMode=1 / GszSleeveMask=3 / GszRiskPct=1.0 / GszRefCap=500000 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":500000,""GszRiskPct"":1.0,""GszSleeveMask"":3}",1,OOS,OK,215787.0,1.3642,11.4665,0.7847,470,715787.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G019_20260910024229_8d47_deals.csv,159.0,gc_oos_G019_20260910024229_8d47,42989,50,118683,245,20733,94,8289,20,1401,10,23692,51
G020,E,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.25 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=2,"{""GlobalLotMult"":2,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.25,""GszSleeveMask"":3}",2,OOS,OK,158175.0,1.4506,5.5934,0.5752,470,658175.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G020_20260910024508_4c16_deals.csv,159.0,gc_oos_G020_20260910024508_4c16,20752,50,49565,245,41459,94,16470,20,2803,10,27126,51
G021,E,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.25 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=3,"{""GlobalLotMult"":3,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.25,""GszSleeveMask"":3}",3,OOS,OK,200448.0,1.4367,7.7811,0.7289,470,700448.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G021_20260910024747_dad0_deals.csv,159.0,gc_oos_G021_20260910024747_dad0,20752,50,49565,245,62184,94,24718,20,4198,10,39031,51
G022,E,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=2,"{""GlobalLotMult"":2,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",2,OOS,OK,185802.0,1.4177,6.1622,0.6756,470,685802.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G022_20260910025026_3dc2_deals.csv,159.1,gc_oos_G022_20260910025026_3dc2,30233,50,65943,245,41459,94,16470,20,2803,10,28894,51
G023,E,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=3,"{""GlobalLotMult"":3,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",3,OOS,OK,230618.0,1.4152,7.9534,0.8386,470,730618.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G023_20260910025305_e72a_deals.csv,159.0,gc_oos_G023_20260910025305_e72a,33270,50,65449,245,62184,94,24718,20,4198,10,40799,51
G024,F,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.01 / GszMaxLot=0.5 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.5,""GszMinLot"":0.01,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,139583.0,1.4158,5.8108,0.5076,470,639583.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G024_20260910025544_7025_deals.csv,158.9,gc_oos_G024_20260910025544_7025,30233,50,61939,245,20733,94,8289,20,1401,10,16988,51
G025,F,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.02 / GszMaxLot=0.5 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.5,""GszMinLot"":0.02,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,190226.0,1.4746,5.8427,0.6917,470,690226.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G025_20260910025823_55ed_deals.csv,159.0,gc_oos_G025_20260910025823_55ed,42106,50,99166,245,20733,94,8289,20,1401,10,18531,51
G026,F,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.01 / GszMaxLot=1.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":1.0,""GszMinLot"":0.01,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,139583.0,1.4158,5.8108,0.5076,470,639583.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G026_20260910030102_9b24_deals.csv,159.0,gc_oos_G026_20260910030102_9b24,30233,50,61939,245,20733,94,8289,20,1401,10,16988,51
G027,F,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.02 / GszMaxLot=1.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":1.0,""GszMinLot"":0.02,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,190226.0,1.4746,5.8427,0.6917,470,690226.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G027_20260910030341_34c9_deals.csv,159.3,gc_oos_G027_20260910030341_34c9,42106,50,99166,245,20733,94,8289,20,1401,10,18531,51
G028,F,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.01 / GszMaxLot=2.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":2.0,""GszMinLot"":0.01,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,139583.0,1.4158,5.8108,0.5076,470,639583.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G028_20260910030620_d480_deals.csv,201.0,gc_oos_G028_20260910030620_d480,30233,50,61939,245,20733,94,8289,20,1401,10,16988,51
G029,F,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.02 / GszMaxLot=2.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":2.0,""GszMinLot"":0.02,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,190226.0,1.4746,5.8427,0.6917,470,690226.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G029_20260910030941_75a6_deals.csv,159.0,gc_oos_G029_20260910030941_75a6,42106,50,99166,245,20733,94,8289,20,1401,10,18531,51
G030,G,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.25 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=false / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":false,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.25,""GszSleeveMask"":3}",1,OOS,OK,100776.0,1.4388,3.0652,0.3665,470,600776.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G030_20260910031220_70b4_deals.csv,159.0,gc_oos_G030_20260910031220_70b4,20752,50,34381,245,20733,94,8289,20,1401,10,15220,51
G031,G,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.5 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=false / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":false,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.5,""GszSleeveMask"":3}",1,OOS,OK,122317.0,1.3954,4.5403,0.4448,470,622317.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G031_20260910031459_f375_deals.csv,159.0,gc_oos_G031_20260910031459_f375,30233,50,44673,245,20733,94,8289,20,1401,10,16988,51
G032,H,GszMode=1 / GszSleeveMask=1 / GszRiskPct=0.15 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.15,""GszSleeveMask"":1}",1,OOS,OK,118935.0,1.4964,2.9946,0.4325,470,618935.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G032_20260910031738_865a_deals.csv,158.9,gc_oos_G032_20260910031738_865a,20752,50,52540,245,20733,94,8289,20,1401,10,15220,51
G033,H,GszMode=1 / GszSleeveMask=2 / GszRiskPct=0.15 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.15,""GszSleeveMask"":2}",1,OOS,OK,118935.0,1.4964,2.9946,0.4325,470,618935.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G033_20260910032017_3eb3_deals.csv,159.0,gc_oos_G033_20260910032017_3eb3,20752,50,52540,245,20733,94,8289,20,1401,10,15220,51
G034,H,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.15 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.15,""GszSleeveMask"":3}",1,OOS,OK,118935.0,1.4964,2.9946,0.4325,470,618935.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G034_20260910032256_de2c_deals.csv,159.0,gc_oos_G034_20260910032256_de2c,20752,50,52540,245,20733,94,8289,20,1401,10,15220,51
G035,H,GszMode=1 / GszSleeveMask=1 / GszRiskPct=0.35 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.35,""GszSleeveMask"":1}",1,OOS,OK,118527.0,1.4879,2.9965,0.431,470,618527.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G035_20260910032535_50f3_deals.csv,159.0,gc_oos_G035_20260910032535_50f3,20344,50,52540,245,20733,94,8289,20,1401,10,15220,51
G036,H,GszMode=1 / GszSleeveMask=2 / GszRiskPct=0.35 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.35,""GszSleeveMask"":2}",1,OOS,OK,114905.0,1.4238,4.3469,0.4178,470,614905.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G036_20260910032814_d45c_deals.csv,159.0,gc_oos_G036_20260910032814_d45c,20752,50,48510,245,20733,94,8289,20,1401,10,15220,51
G037,H,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.35 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.35,""GszSleeveMask"":3}",1,OOS,OK,114497.0,1.4172,4.4264,0.4164,470,614497.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G037_20260910033053_823d_deals.csv,159.0,gc_oos_G037_20260910033053_823d,20344,50,48510,245,20733,94,8289,20,1401,10,15220,51
G038,H,GszMode=1 / GszSleeveMask=1 / GszRiskPct=0.6 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.6,""GszSleeveMask"":1}",1,OOS,OK,128119.0,1.4662,3.34,0.4659,470,628119.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G038_20260910033332_8e09_deals.csv,159.0,gc_oos_G038_20260910033332_8e09,26541,50,52540,245,20733,94,8289,20,1401,10,18615,51
G039,H,GszMode=1 / GszSleeveMask=2 / GszRiskPct=0.6 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.6,""GszSleeveMask"":2}",1,OOS,OK,145225.0,1.3991,6.4542,0.5281,470,645225.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G039_20260910033611_ebaf_deals.csv,159.0,gc_oos_G039_20260910033611_ebaf,20752,50,78830,245,20733,94,8289,20,1401,10,15220,51
G040,H,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.6 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.0 / GszApplyBoost=true / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":true,""GszMaxLot"":0.0,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.6,""GszSleeveMask"":3}",1,OOS,OK,158026.0,1.3947,6.7116,0.5746,470,658026.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G040_20260910033850_995d_deals.csv,159.0,gc_oos_G040_20260910033850_995d,29015,50,79973,245,20733,94,8289,20,1401,10,18615,51
G041,H,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.35 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.5 / GszApplyBoost=false / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":false,""GszMaxLot"":0.5,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.35,""GszSleeveMask"":3}",1,OOS,OK,99493.0,1.3884,3.8693,0.3618,470,599493.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G041_20260910034129_de5c_deals.csv,159.0,gc_oos_G041_20260910034129_de5c,20344,50,33506,245,20733,94,8289,20,1401,10,15220,51
G042,H,GszMode=1 / GszSleeveMask=3 / GszRiskPct=0.6 / GszRefCap=0.0 / GszMinLot=0.0 / GszMaxLot=0.5 / GszApplyBoost=false / GlobalLotMult=1,"{""GlobalLotMult"":1,""GszApplyBoost"":false,""GszMaxLot"":0.5,""GszMinLot"":0.0,""GszMode"":1,""GszRefCap"":0.0,""GszRiskPct"":0.6,""GszSleeveMask"":3}",1,OOS,OK,136765.0,1.375,4.9335,0.4973,470,636765.0,summary:最終残高,False,C:\Users\f\source\repos\mt5_backtester\ml\goldcomp1\run_deals\gc_oos_G042_20260910034408_4e52_deals.csv,159.0,gc_oos_G042_20260910034408_4e52,29015,50,58712,245,20733,94,8289,20,1401,10,18615,51
